word	definition	concepts
range	an area in which something acts or operates or has power or control: "the range of a supersonic jet"	voice compass power piano reach world article orbit investigation law legislation range ambit scope
range	the limits within which something can be effective	reach range motion fire
range	a large tract of grassy open land on which livestock can graze	spring range home cattle
range	a series of hills or mountains	valley plain mountain hill range
range	a place for shooting (firing or driving) projectiles of various kinds	golf club army practice desert missile range
range	a variety of different things or activities	range question diversity collection
range	(mathematics) the set of values of the dependent variable for which a function is defined	number function x^2 domain image set x = f
range	the limit of capability	education compass
range	a kitchen appliance used for cooking food	dinner stove
breast	the front of the trunk from the neck to the abdomen	anger breast
breast	either of two soft fleshy milk-secreting glandular organs on the chest of a woman	
breast	meat carved from the breast of a fowl	
breast	the part of an animal's body that corresponds to a person's chest	
attraction	the force by which one object attracts another	
attraction	an entertainment that is offered to the public	
attraction	the quality of arousing interest; being attractive or something that attracts	attraction personality
attraction	a characteristic that provides pleasure and attracts	bee flower attractor
attraction	an entertainer who attracts large audiences	card
trial	the act of testing something	trial amount flip coin carbon
trial	trying something to find out about it	trial sample day pain progesterone
trial	the act of undergoing testing	trial skill candidate battle test
trial	(law) the determination of a person's innocence or guilt by due process of law	trial jury complaint
trial	(sports) a preliminary competition to determine qualifications	trial yesterday semifinal
trial	an annoying or frustrating or catastrophic event	trial tribulation plague visit visitation mother-in-law life
conduct	manner of acting or controlling yourself	
conduct	(behavioral attributes) the way a person behaves toward other people	
joint	(anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)	
