"word"	"definition"	"concepts"
"run"	"travel rapidly, by any (unspecified) means"	"Run lover Italy store"
"run"	"travel a route regularly"	"water Ships coast"
"run"	"pursue for food or sport (as of wild animals)"	"Poland dog deer Duke boar wood"
"run"	"compete in a race"	"year let race Marathon"
"run"	"progress by being changed"	"presentation draft speech meeting"
"run"	"reduce or cause to be reduced from a solid to a liquid state, usually by heating"	"butter wax melt gold sun"
"run"	"come unraveled or undone as if by snagging"	"nylon"
"run"	"become undone"	"sweater"
"rise"	"move upward"	"uprose mist fire fog meadow smoke"
"rise"	"increase in value or to a higher point"	"price year steeply value house"
"rise"	"rise to one's feet"	"audience"
"rise"	"rise up"	"building"
"rise"	"come to the surface"	
"rise"	"come into existence; take on form or shape"	"country story book movement love phenomenon idea friendship"
"rise"	"move to a better position in life or to a better job"	"life poverty"
"rise"	"go up or advance"	"price Sales"
"rise"	"become more extreme"	"tension"
"rise"	"get up and out of bed"	"A.M. day night"
"rise"	"rise in rank or status"	"novel bestseller list"
"rise"	"become heartened or elated"	"news spirit"
"rise"	"exert oneself to meet a challenge"	"challenge rise occasion"
"rise"	"take part in a rebellion; renounce a former allegiance"	
"rise"	"increase in volume"	"room dough"
"rise"	"come up, of celestial bodies"	"dusk uprising Jupiter ascends night sun"
"rise"	"return from the dead"	"Christ"
"sail"	"traverse or travel on (a body of water)"	"Pacific Atlantic"
"sail"	"move with sweeping, effortless, gliding motions"	"diva sky Shreds air paper room searchlight"
"sail"	"travel on water propelled by wind"	"sea ship"
"sail"	"travel on water propelled by wind or by other means"	"Southampton QE2 tomorrow"
"intoxicating"	"fill with high spirits; fill with optimism"	"Music spirit"
"intoxicating"	"make drunk (with alcoholic drinks)"	
"intoxicating"	"have an intoxicating effect on, of a drug"	
"following"	"to travel behind, go after, come after"	"mother pond duckling museum Please guide"
"following"	"be later in time"	"Tuesday Monday"
"following"	"come as a logical consequence; follow logically"	"assertion theorem"
"following"	"travel along a certain course"	"trail road"
"following"	"act in accordance with someone's rules, commands, or wishes"	"instruction rule"
"following"	"come after in time, as a result"	"earthquake tsunami"
"following"	"behave in accordance or in agreement with"	"example pattern Follow"
"following"	"be next"	"John Mary Sue"
"following"	"choose and follow; as of theories, ideas, policies, strategies or plans"	"ideal candidate movement"
"following"	"to bring something about at a later time than"	"answer dinner brandy lecture question period"
"following"	"imitate in behavior; take as a model"	"everything friend Teenagers"
"following"	"follow, discover, or ascertain the course of development of something"	"development student progress trace Cuba"
"following"	"follow with the eyes or the mind"	"please binoculars Sarajevo eye men baby world"
"following"	"be the successor (of)"	"Carter Ford throne Charles"
"following"	"perform an accompaniment to"	"orchestra pitch change soprano"
"following"	"keep informed"	"country policy"
"following"	"to be the product or result"	"vine experience Melons"
"following"	"accept and follow the leadership or command or guidance of"	"year helmsman guru"
"following"	"adhere to or practice"	"religion ancient people law"
"following"	"work in a specific place, with a specific subject, or in a specific function"	"philosopher resident herpetologist"
"following"	"keep under surveillance"	"police involvement bombing week"
"following"	"follow in or as if in pursuit"	"attacker car deed police life dream"
"following"	"grasp the meaning"	"argument"
"following"	"keep to"	"diet Stick principle stick"
"cast"	"put or send forth"	"beam light spell corner cast sun shadow setting"
"cast"	"deposit"	"ballot vote cast"
"cast"	"select to play,sing, or dance a part in a play, movie, musical, opera, or ballet"	"woman Desdemona role"
"cast"	"throw forcefully"	
"cast"	"assign the roles of (a movie or a play) to actors"	"movie"
"cast"	"move about aimlessly or without any destination, often in search of food or employment"	"laborer town prairie cattle vagabond wandering gypsy Jew wood"
"cast"	"form by pouring (e.g., wax or hot metal) into a cast or mold"	"sculpture bronze"
"cast"	"get rid of"	"bos clothes pushy image"
"cast"	"choose at random"	"lot cast card"
"cast"	"formulate in a particular style or language"	"request language way"
"cast"	"eject the contents of the stomach through the mouth"	"patient student food night"
"show"	"give an exhibition of to an interested audience"	"software Washington dog"
"show"	"establish the validity of something, as by an example, explanation or experiment"	"compound experiment conjecture validity instability mathematician"
"show"	"provide evidence for"	"behavior test incompetence father blood"
"show"	"make visible or noticeable"	"talent etching please"
"show"	"show in, or as in, a picture"	"scene face country child painting tenderness life"
"show"	"give expression to"	"disappointment"
"show"	"indicate a place, direction, person, or thing; either spatially or figuratively"	"opponent section space glove customer parking"
"show"	"be or become visible or noticeable"	"side upbringing"
"show"	"indicate a certain reading; of gauges and instruments"	"`empty zero degree gauge thermometer"
"show"	"give evidence of, as of records"	"distress diary"
"show"	"take (someone) to their seats, as in theaters or auditoriums"	"seat usher"
"show"	"finish third or better in a horse or dog race"	"number"
"start"	"take the first step or steps in carrying out an action"	"tourist Cambodia dawn day sun"
"start"	"set in motion, cause to start"	"Middle war U.S. chapter East life Iraqis hostility"
"start"	"leave"	"family Florida"
"start"	"have a beginning, in a temporal, spatial, or evaluative sense"	"movement DMZ Allegro home Prices hill"
"start"	"bring into being"	"foundation program"
"start"	"get off the ground"	"attack day enterprise afternoon breakfast surprise company PM partisan session semester blood"
"start"	"move or jump suddenly, as if in surprise or alarm"	"room"
"start"	"get going or set in motion"	"engine computer"
"start"	"begin or set in motion"	"morning"
"start"	"begin work or acting in a certain capacity, office or job"	"position job"
"start"	"play in the starting lineup"	
"start"	"have a beginning characterized in some specified way"	"murder tree day maple ceremony workout novel convocation property semester"
"start"	"begin an event that is implied and limited by the nature or inherent function of the direct object"	"cigar grade soup physic"
"start"	"bulge outward"	"eye"
"score"	"gain points in a game"	"past time team season run home"
"score"	"make small marks into the surface of"	"clay"
"score"	"make underscoring marks"	
"score"	"write a musical score for"	
"score"	"induce to have sex"	"Sally Harry Did night"
"score"	"get a certain number or letter indicating quality or performance"	"SAT"
"score"	"assign a grade or rank to, according to one's evaluation"	"mark SAT grade test homework essay"
"model"	"plan or create according to a model or models"	
"model"	"form in clay, wax, etc"	"clay head model"
"model"	"assume a posture as for artistic purposes"	"woman Leonardo"
"model"	"display (clothes) as a mannequin"	"fashion"
"model"	"create a representation or model of"	"flight condition pilot"
"model"	"construct a model of"	"airplane model"
"combine"	"have or possess in combination"	"charm sense business"
"combine"	"put or add together"	"resource"
"combine"	"combine so as to form a whole; mix"	"compound ingredient"
"combine"	"add together from different sources"	"resource"
"combine"	"join for a common purpose or in a common action"	"others force"
"combine"	"gather in a mass, sum, or whole"	
"combine"	"mix together different elements"	"color"
"award"	"give, especially as an honor or reward"	"honor prize bestow graduation"
"award"	"give as judged due or on the basis of merit"	"Funds referee dollar team plaintiff kick researcher jury"
"employ"	"put into service; make work or employ for a particular purpose or for its inherent or natural purpose"	"thinking project field head bag rule plastic food result home computer tool"
"employ"	"engage or hire for work"	"secretary people department"
"subject"	"cause to experience or suffer or make liable or vulnerable to"	"recruit poetry drill sergeant Chernobyl People"
"subject"	"make accountable for"	"judgment superior"
"subject"	"make subservient; force to submit or subdue"	
"subject"	"refer for judgment or consideration"	"lawyer court material"
"etch"	"make an etching of"	"surface image"
"etch"	"cause to stand out or be clearly defined or visible"	"face pain branch sky leafless"
"etch"	"carve or cut into a block used for printing or print from such a block"	"letter"
"etch"	"carve or cut a design or letters into"	"pen owner name"
"etch"	"selectively dissolve the surface of (a semiconductor or printed circuit) with a solvent, laser, or stream of electrons"	
"control"	"exercise authoritative control or power over"	"budget Command force"
"control"	"lessen the intensity of; temper; hold in restraint; hold or keep within limits"	"tongue anger alcohol temper"
"control"	"handle and cause to function"	"machinery lever alcohol"
"control"	"control (others or oneself) or influence skillfully, usually to one's advantage"	"line bos mother child class teacher"
"control"	"check or regulate (a scientific experiment) by conducting a parallel experiment or comparing with another standard"	"temperature Are"
"control"	"verify by using a duplicate register for comparison"	"account control"
"control"	"be careful or certain to do something; make certain of something"	"valve quality product curtain"
"control"	"have a firm understanding or knowledge of; be on top of"	"data"
"note"	"make mention of"	"presentation sailing time day"
"note"	"notice or perceive"	"someone mark word"
"note"	"observe with care or pay close attention to"	"Take reaction chemical note"
