word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance
governor - general,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
cosignatory,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,
Andy Warhol,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
moated,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000013,1.0,0.0
smash,2,11,homonyms_only_different_pos,16,0.14285714285714285,5,6,abs,True,False,OOV/OOW,0.252011228274031,11.967820347615504
reality,1,4,poly,4,0.2857142857142857,2,5,abs,False,False,0.2887980664535898,0.44322344322344326,2.227106227106227
abjure,1,1,mon,1,1.0,0,0,-,ooc,False,0.7002171037733862,1.0,0.0
bassinet,1,2,poly,2,0.6,1,0,conc,ooc,False,OOWN,0.6,0.8
mental hospital,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
taproom,1,1,mon,1,1.0,0,0,conc,ooc,False,0.583615593818879,1.0,0.0
fervent,1,1,mon,2,None,2,0,-,False,False,0.3595140508035158,,
marl,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0
bitchy,1,1,mon,1,1.0,0,0,-,False,False,1.000000000000001,1.0,0.0
stealth,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
ivan,0,0,oov,0,None,0,0,-,False,False,OOWN,,
hemophilia,1,1,mon,1,0.9166666666666666,0,0,abs,ooc,False,0.7253839834278829,1.0,0.0
smell out,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
thickheaded,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
subtenant,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
talk round,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,
headache,1,2,poly,2,0.5555555555555556,1,0,abs,False,False,OOV/OOW,0.5555555555555556,0.8888888888888888
Dark Continent,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
breton,0,0,oov,2,0.11764705882352941,0,0,abs-conc,False,False,OOWN,0.11764705882352941,1.7647058823529411
outgrowth,1,2,poly,3,0.15384615384615385,1,0,abs-conc,ooc,False,0.3019898872054594,0.21367521367521367,2.358974358974359
palliate,1,2,poly,2,0.16666666666666666,2,0,-,ooc,False,OOV/OOW,0.16666666666666666,1.6666666666666667
liquor,1,3,poly,3,0.35294117647058826,2,0,abs-conc,False,False,OOV/OOW,0.562091503267974,1.3137254901960782
research,2,4,homonyms_only_different_pos,4,0.3333333333333333,2,2,abs,False,False,OOWN,0.5,2.0
apostatize,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
suspect,3,6,homonyms_only_different_pos,6,0.16666666666666666,2,4,conc,False,False,0.34115994476303263,0.35,3.9000000000000004
formula,2,7,homonyms_only_different_pos,7,0.125,4,7,abs-conc,True,False,0.12195272934496394,0.3814451421594279,4.329884004884005
101,0,0,oov,1,1.0,0,0,-,False,False,1.000000000000001,1.0,0.0
Diane Sawyer,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
pour,1,8,poly,6,0.18181818181818182,3,6,-,True,False,OOV/OOW,0.2694757094757095,4.383145743145743
tequila,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0
stupidly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000004,1.0,0.0
mutter,2,2,homonyms_only_different_pos,4,0.2222222222222222,2,1,abs,False,False,OOV/OOW,0.3611111111111111,2.5555555555555554
path,1,8,poly,4,0.13333333333333333,1,5,abs-conc,True,False,OOV/OOW,0.3625763125763126,2.5496947496947495
spiritless,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
variable,2,5,homonyms_only_different_pos,7,0.11764705882352941,3,0,abs-conc,False,False,OOV/OOW,0.20239172592113766,5.583257918552037
rickie,0,0,oov,0,None,0,0,-,False,False,OOWN,,
high,3,20,homonyms_only_different_pos,18,0.09523809523809523,11,0,abs-conc,True,False,0.27168143217072016,0.21909621248409392,14.05626817528631
lenience,1,1,mon,3,0.2,0,0,abs,ooc,False,OOV/OOW,0.27017543859649124,2.1894736842105265
ellesmere,0,0,oov,0,None,0,0,-,False,False,OOWN,,
acutely,0,0,oov,4,None,0,0,-,False,False,0.12890963676604064,,
Slovenes,0,0,oov,2,0.125,0,0,abs-conc,ooc,True,OOWN,0.125,1.75
come across with,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
aggressor,1,1,mon,2,0.6,1,0,conc,ooc,False,0.21069924886978317,0.6,0.8
ski lift,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
anapaest,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
reputed,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
staunch,2,2,homonyms_only_different_pos,2,None,0,0,-,ooc,False,OOV/OOW,,
inviting,1,1,mon,9,0.14285714285714285,0,0,-,False,False,OOV/OOW,0.3403154385297243,5.937161053232482
gusher,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
chequebook,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
unborn,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0
reef knot,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
unblooded,0,0,oov,0,None,0,0,-,False,False,OOWN,,
demerit,1,1,mon,2,0.3076923076923077,2,0,abs,ooc,False,OOWN,0.3076923076923077,1.3846153846153846
harmony,1,3,poly,5,0.26666666666666666,1,0,abs,True,False,OOV/OOW,0.35212454212454214,3.2393772893772894
orphan,2,2,homonyms_only_different_pos,5,0.1111111111111111,2,0,abs-conc,False,False,OOWN,0.3971827034907531,3.0140864825462343
relaxing,1,1,mon,9,0.2,0,0,-,ooc,False,0.2515567733584971,0.26411564625850337,6.62295918367347
or,1,8,poly,2,0.3,0,0,conc-n,False,False,OOV/OOW,0.3,1.4
special pleading,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
southeastern,1,1,mon,2,None,0,0,-,ooc,False,OOWN,,
self - effacing,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
tutelary,1,1,mon,1,1.0,0,0,-,ooc,False,0.5550821499918809,1.0,0.0
chain saw,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
anthem,1,2,poly,2,0.8235294117647058,1,0,abs,ooc,False,OOWN,0.8235294117647058,0.3529411764705883
bias,2,5,homonyms_only_different_pos,5,0.26666666666666666,3,3,abs,ooc,False,OOWN,0.5333333333333333,2.3333333333333335
switch over,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
ready - to - wear,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
electorate,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0
ironmould,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
miasma,1,2,poly,2,0.625,1,0,abs,ooc,False,OOWN,0.625,0.75
Karlsruhe,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
crosscut,1,1,mon,3,0.4,0,0,conc,ooc,False,0.10950210945247063,0.4,1.7999999999999998
dingy,1,1,mon,3,None,1,0,-,ooc,False,0.21150962161617315,,
racketeer,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,
inspiration,1,3,poly,6,0.1111111111111111,3,0,abs-conc,False,False,0.21826425742733724,0.27387153151859034,4.356770810888458
raffle,2,2,homonyms_only_different_pos,2,None,0,0,abs,False,False,OOV/OOW,,
forthright,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,
prorogue,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False,0.2698635537616037,0.2222222222222222,1.5555555555555556
hose,3,4,homonyms_also_same_pos,4,0.5263157894736842,2,0,conc,ooc,False,0.15842402740663508,0.6175438596491228,1.5298245614035086
unspeakable,1,1,mon,3,None,1,0,-,ooc,False,0.30243983990812207,,
implacable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002,1.0,0.0
packaging,0,0,oov,4,0.1111111111111111,1,0,abs-conc,False,False,OOV/OOW,0.17989417989417988,3.2804232804232805
commerce,1,1,mon,3,0.2,2,0,abs,ooc,False,0.11597071050007124,0.22857142857142856,2.3142857142857145
university,1,3,poly,3,0.125,1,0,abs-conc,False,False,OOWN,0.2797619047619047,2.160714285714286
disfavour,1,2,poly,3,0.2857142857142857,1,0,abs,ooc,False,OOWN,0.2857142857142857,2.142857142857143
chorale,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0
gershwin,0,0,oov,2,0.5217391304347826,0,0,n,False,False,OOV/OOW,0.5217391304347826,0.9565217391304348
depreciatory,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,
hairspring,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
handshake,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6701640125879048,1.0,0.0
confectioner,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
captious,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
eye - catching,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
- y,2,4,homonyms_also_same_pos,0,None,0,0,-,ooc,False,OOWN,,
kind,2,8,homonyms_only_different_pos,4,None,1,1,abs,True,False,OOWN,,
patchy,1,3,poly,1,1.0,0,0,-,False,False,1.0000000000000007,1.0,0.0
turmeric,1,2,poly,2,0.21052631578947367,1,0,conc,ooc,False,OOV/OOW,0.21052631578947367,1.5789473684210527
service flat,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
etch,1,1,mon,5,0.18181818181818182,0,4,-,True,False,OOWN,0.2766017316017316,3.616991341991342
lethal,1,1,mon,1,1.0,0,0,-,False,False,1.0,1.0,0.0
bubble gum,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
croup,2,2,homonyms_also_same_pos,2,0.10526315789473684,2,0,abs-conc,ooc,False,OOV/OOW,0.10526315789473684,1.7894736842105263
black belt,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
big name,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
hobgoblin,1,1,mon,2,0.5882352941176471,1,0,abs,ooc,False,0.4511725904119938,0.5882352941176471,0.8235294117647058
dictatorship,1,2,poly,1,1.0,0,0,abs,ooc,False,0.5519825133412057,1.0,0.0
warpath,1,2,poly,2,0.21052631578947367,1,0,abs,ooc,False,OOWN,0.21052631578947367,1.5789473684210527
spunk,1,2,poly,2,0.13333333333333333,2,0,abs-conc,ooc,False,0.12955116296023142,0.13333333333333333,1.7333333333333334
military,2,2,homonyms_only_different_pos,4,None,1,1,abs,False,False,OOV/OOW,,
annex,1,3,poly,3,0.2222222222222222,2,0,conc,ooc,False,0.39152067784949657,0.2222222222222222,2.3333333333333335
scrimshaw,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0
17-8,0,0,oov,0,None,0,0,-,False,False,OOWN,,
plum pudding,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
terrain,1,1,mon,1,1.0,0,4,conc,True,False,0.9999999999999998,1.0,0.0
upwards,1,1,mon,2,None,0,0,-,True,False,0.26374591304087136,,
outset,1,1,mon,1,1.0,0,0,abs,False,False,0.5001210951817662,1.0,0.0
high fidelity,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
bauble,1,2,poly,2,0.125,2,0,abs-conc,ooc,False,0.12418388292607546,0.125,1.75
whirr,2,2,homonyms_only_different_pos,3,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW,0.2857142857142857,2.142857142857143
tescos,0,0,oov,0,None,0,0,-,False,False,OOWN,,
inhibit from,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
pipit,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002,1.0,0.0
cultivable,1,1,mon,1,1.0,0,0,-,ooc,False,0.7338131229593354,1.0,0.0
CYPRUS,0,0,oov,2,0.4,0,0,n,ooc,True,OOV/OOW,0.4,1.2
touchstone,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
limit,2,5,homonyms_only_different_pos,9,0.13333333333333333,4,8,abs-conc,True,False,OOV/OOW,0.3051568801568801,6.25358807858808
sleeping car,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
daddy,1,1,mon,1,1.0,0,0,conc,False,False,0.4649215852817376,1.0,0.0
dig,2,7,homonyms_only_different_pos,13,0.1111111111111111,5,15,abs-conc,True,False,0.1870907429257234,0.2673184185955084,9.524860558258391
modicum,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0
sample,2,5,homonyms_only_different_pos,4,0.14285714285714285,1,3,abs-conc,False,False,OOV/OOW,0.27667887667887664,2.8932844932844937
protractor,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
scared,1,1,mon,4,0.18181818181818182,0,0,-,ooc,False,0.07340605372876947,0.20134680134680136,3.1946127946127945
supplementary,1,2,poly,2,None,1,0,-,False,False,OOWN,,
dislodge,1,1,mon,3,0.2857142857142857,1,1,-,ooc,False,OOWN,0.30158730158730157,2.095238095238095
atypical,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
Bunsen burner,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ravenous,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
monkey with,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
stridulate,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
forget about,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
devil's advocate,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
£32.6million,0,0,oov,0,None,0,0,-,False,False,OOWN,,
partridge,1,2,poly,5,0.19047619047619047,1,0,conc,ooc,False,0.23351182504478935,0.551930208663421,2.2403489566828947
moonlight,2,2,homonyms_only_different_pos,2,None,0,0,conc,False,False,OOWN,,
proceedings,1,3,poly,8,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW,0.2868686868686869,5.7050505050505045
650,0,0,oov,0,None,0,0,-,False,False,OOWN,,
break in on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
diplomacy,1,2,poly,3,0.2222222222222222,1,0,abs,ooc,False,0.28227458064578426,0.2943121693121693,2.117063492063492
smokeless,0,0,oov,1,1.0,0,0,-,False,False,1.000000000000001,1.0,0.0
plunge in,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
vapours,1,1,mon,3,0.14285714285714285,0,0,abs-conc,ooc,False,OOWN,0.2335164835164835,2.2994505494505497
advancing,0,0,oov,13,0.15384615384615385,0,0,-,False,False,OOV/OOW,0.24929960611778795,9.759105120468757
bistro,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
diocese,1,1,mon,1,1.0,0,0,conc,ooc,False,0.838053030103822,1.0,0.0
inexcusable,1,1,mon,2,None,1,0,-,ooc,False,0.18845149507832915,,
impose,1,4,poly,3,0.2222222222222222,1,3,-,True,False,0.27401240728633436,0.23148148148148148,2.3055555555555554
dam up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
notice board,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
chain reaction,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
soulful,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
Korea,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
outsell,1,2,poly,2,0.75,1,0,-,ooc,False,OOWN,0.75,0.5
preferment,1,1,mon,2,0.2222222222222222,1,0,abs,ooc,False,OOWN,0.2222222222222222,1.5555555555555556
quarrel,2,4,homonyms_only_different_pos,3,0.09523809523809523,2,0,abs-conc,False,False,OOV/OOW,0.09523809523809523,2.7142857142857144
unclean,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
chorister,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
insubordinate,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
master - at - arms,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
oscilloscope,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0
randy,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000002,1.0,0.0
hornet,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0
assizes,1,1,mon,3,0.23529411764705882,0,0,abs,ooc,False,OOV/OOW,0.27941176470588236,2.161764705882353
bosun,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6475626782049577,1.0,0.0
speedometer,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0
lonesome,1,2,poly,2,None,1,0,-,False,False,OOWN,,
companionship,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0
sigh,2,4,homonyms_only_different_pos,4,0.3076923076923077,2,3,abs,True,False,OOV/OOW,0.3205128205128205,2.717948717948718
mandarinate,0,0,oov,0,None,0,0,-,False,False,OOWN,,
redoubt,1,1,mon,2,0.7777777777777778,0,0,conc,ooc,False,OOWN,0.7777777777777778,0.4444444444444444
coulon,0,0,oov,0,None,0,0,-,False,False,OOWN,,
logic,1,3,poly,5,0.4,2,0,abs,False,False,OOV/OOW,0.513625730994152,2.43187134502924
naturalist,1,2,poly,2,0.5714285714285714,2,0,conc,False,False,OOV/OOW,0.5714285714285714,0.8571428571428572
school of thought,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Mohamed Benchaou,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
refectory,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000027,1.0,0.0
fermi,0,0,oov,2,0.125,1,0,abs-n,False,False,OOV/OOW,0.125,1.75
censure,2,3,homonyms_only_different_pos,3,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW,0.2857142857142857,2.142857142857143
rock,3,12,homonyms_also_same_pos,9,0.09090909090909091,5,4,abs-conc-n,False,False,OOV/OOW,0.24425096395614265,6.801741324394716
dilate on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
kukri,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
saltcellar,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
turtle,1,2,poly,4,0.2,0,0,conc,ooc,False,0.12760986025505097,0.27391304347826084,2.9043478260869566
procure,1,3,poly,2,0.2222222222222222,2,0,-,ooc,False,OOWN,0.2222222222222222,1.5555555555555556
pupate,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0
self - centred,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
eyebrow,1,3,poly,1,1.0,0,0,conc,False,False,0.6459609488962733,1.0,0.0
rio,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0
horoscope,1,1,mon,2,0.11764705882352941,1,0,abs-conc,ooc,False,OOWN,0.11764705882352941,1.7647058823529411
marchioness,1,1,mon,2,0.5217391304347826,1,0,conc,ooc,False,OOWN,0.5217391304347826,0.9565217391304348
ejector seat,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
by virtue of,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
imbecile,1,2,poly,2,None,0,0,conc,ooc,False,0.2660017007400871,,
turd,1,2,poly,1,1.0,0,0,abs,ooc,False,0.5679236742914854,1.0,0.0
unbeknown,1,1,mon,2,None,0,0,-,ooc,False,OOWN,,
effectual,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
wallow,2,5,homonyms_only_different_pos,7,0.11764705882352941,3,4,abs-conc,ooc,False,OOWN,0.25614973262032087,5.206951871657754
clean,4,18,homonyms_only_different_pos,31,0.15384615384615385,5,14,abs,True,False,0.11834644751126999,0.27758266424933115,22.394937408270735
defensible,1,1,mon,1,1.0,0,0,-,ooc,False,0.6905261918992336,1.0,0.0
dim,2,6,homonyms_only_different_pos,10,0.2,3,4,-,True,False,OOWN,0.28460317460317464,7.153968253968253
candlepower,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002,1.0,0.0
centre,2,9,homonyms_only_different_pos,11,0.125,4,0,abs-conc-n,True,False,0.15793143797625192,0.3044120558826441,7.651467385290915
boldface,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,
hairnet,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
list price,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Mt,1,1,mon,4,0.09523809523809523,1,0,abs-n,ooc,False,OOV/OOW,0.19262740183792815,3.2294903926482874
banian,1,1,mon,2,0.3333333333333333,1,0,conc,ooc,False,OOV/OOW,0.3333333333333333,1.3333333333333335
lunchtime,1,1,mon,1,1.0,0,0,abs,False,False,1.000000000000001,1.0,0.0
wearer,0,0,oov,1,0.6666666666666666,0,0,conc,False,False,1.0000000000000007,1.0,0.0
reproach,2,5,homonyms_only_different_pos,3,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.23529411764705882,2.2941176470588234
Czech,1,1,mon,4,0.125,3,0,abs-conc,ooc,True,OOV/OOW,0.3833333333333333,2.466666666666667
goalmouth,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0
lipid,1,1,mon,1,0.8181818181818182,0,0,abs,ooc,False,1.000000000000001,1.0,0.0
two-way,0,0,oov,3,None,1,0,-,True,False,OOV/OOW,,
kick out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
peacocks,0,0,oov,2,0.5185185185185185,0,0,conc,False,False,OOV/OOW,0.5185185185185185,0.962962962962963
exclaim at,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
west,2,4,homonyms_only_different_pos,10,0.11764705882352941,1,0,abs-conc-n,False,False,OOV/OOW,0.3445446390778872,6.554553609221127
discordance,1,1,mon,2,0.26666666666666666,0,0,abs,ooc,False,OOWN,0.26666666666666666,1.4666666666666668
joggle,2,2,homonyms_only_different_pos,4,0.09523809523809523,3,0,abs-conc,ooc,False,OOV/OOW,0.15873015873015872,3.365079365079365
excellence,1,2,poly,2,0.26666666666666666,1,0,abs,ooc,False,OOWN,0.26666666666666666,1.4666666666666668
strand,3,3,homonyms_also_same_pos,9,0.11764705882352941,2,4,abs-conc-n,ooc,False,0.22405678215776284,0.33059266441619384,6.024666020254255
sixty-five,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
shibboleth,1,1,mon,2,0.46153846153846156,1,0,abs,ooc,False,0.10916715989038116,0.46153846153846156,1.0769230769230769
chlorophyll,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0
trestle bridge,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
tough,2,10,homonyms_only_different_pos,12,0.5217391304347826,3,0,conc,True,False,0.13603552659911264,0.5643892339544513,5.227329192546584
ham up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Tan,0,0,oov,6,0.23529411764705882,0,0,abs,ooc,True,OOWN,0.2713235294117647,4.372058823529413
advance,2,11,homonyms_only_different_pos,20,0.15384615384615385,9,13,abs,True,False,OOV/OOW,0.27121790933567097,14.57564181328658
thermal,2,3,homonyms_only_different_pos,4,None,1,0,conc,ooc,False,0.38115137110310593,,
metric,1,1,mon,5,0.3333333333333333,4,0,abs,ooc,False,OOV/OOW,0.4444444444444445,2.7777777777777777
ration,2,3,homonyms_only_different_pos,4,0.14285714285714285,2,0,abs-conc,False,False,OOV/OOW,0.15476190476190477,3.380952380952381
mind,2,40,homonyms_only_different_pos,13,0.13333333333333333,7,11,abs-conc,True,False,0.1866313636949829,0.35738672638182445,8.353972557036283
mimetic,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
through,3,26,homonyms_only_different_pos,7,None,3,0,-,True,False,OOV/OOW,,
forgo,1,1,mon,3,0.2857142857142857,1,4,-,ooc,False,OOV/OOW,0.35714285714285715,1.9285714285714284
puerile,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
splashy,1,1,mon,3,None,1,0,-,ooc,False,OOWN,,
enunciate,1,2,poly,2,0.3333333333333333,1,0,-,ooc,False,OOV/OOW,0.3333333333333333,1.3333333333333335
at first,0,0,oov,0,None,0,0,-,False,False,OOWN,,
hip,4,4,homonyms_also_same_pos,6,0.21052631578947367,2,0,abs-conc,False,False,0.16879410274148493,0.3649577374809573,3.810253575114256
about turn,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
puddle,2,4,homonyms_only_different_pos,12,0.16666666666666666,4,3,conc,False,False,OOV/OOW,0.21572430418584262,9.411308349769888
bowerbird,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
topographical,1,1,mon,1,1.0,0,0,-,ooc,False,0.7663904175287002,1.0,0.0
tens,0,0,oov,2,0.21052631578947367,0,0,abs,False,False,OOV/OOW,0.21052631578947367,1.5789473684210527
stress,2,7,homonyms_only_different_pos,8,0.11764705882352941,5,10,abs-conc,True,False,OOWN,0.25832214542621784,5.933422836590257
betrothal,1,2,poly,2,0.5555555555555556,0,0,abs,ooc,False,OOWN,0.5555555555555556,0.8888888888888888
John Locke,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
serfdom,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6443261027591101,1.0,0.0
paleface,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,1.000000000000002,1.0,0.0
shush,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
crone,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0
hemorrhage,1,1,mon,2,None,0,0,abs,ooc,False,0.5627770587170785,,
metric system,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
pass up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sovereignty,1,2,poly,3,0.35294117647058826,1,0,abs,ooc,False,OOWN,0.3995098039215686,1.8014705882352944
prig,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
saxophone,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
discompose,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
landfall,1,1,mon,2,0.10526315789473684,2,0,abs-conc,ooc,False,OOWN,0.10526315789473684,1.7894736842105263
malediction,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
companionable,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
transship,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
Olympic,1,1,mon,2,None,2,0,-,ooc,False,OOWN,,
partition,2,4,homonyms_only_different_pos,6,0.11764705882352941,3,4,abs-conc,ooc,False,OOV/OOW,0.19543586665435406,4.827384800073876
sweated,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
proclaim,1,2,poly,4,0.16666666666666666,1,3,-,True,False,0.17189431279122416,0.19208754208754208,3.2316498316498317
whale,1,2,poly,3,0.5217391304347826,1,0,conc,ooc,False,OOWN,0.5217391304347826,1.4347826086956523
culinary,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
et al .,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
immaculately,0,0,oov,1,1.0,0,0,-,True,False,1.0000000000000004,1.0,0.0
dungeon,1,1,mon,2,0.631578947368421,2,0,conc,ooc,False,0.15701131452499434,0.631578947368421,0.736842105263158
