word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance,wiki_frequency,wn_noun
precious stone,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
resourceful,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0,1345,False
cattle cake,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
thump,3,5,homonyms_only_different_pos,5,0.25,2,4,abs,False,False,OOWN,0.31646825396825395,3.4176587301587302,535,True
sur -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dividend,1,4,poly,3,0.23529411764705882,2,4,abs,False,False,OOWN,0.28874883286647995,2.1337535014005597,3790,True
endocrine,1,1,mon,3,0.25,0,0,abs-conc,ooc,False,0.508389207456881,0.25,2.25,2305,True
article,2,5,homonyms_only_different_pos,5,0.13333333333333333,4,5,abs-conc,False,False,OOWN,0.31445988651871004,3.4277005674064496,163418,True
coney,1,1,mon,4,0.6206896551724138,2,0,conc,ooc,False,0.07788898147287224,0.757542699956493,0.9698292001740279,3766,True
b o,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
landing gear,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
diploma,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,26037,True
rickshaw,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,1219,True
incredulity,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000009,1.0,0.0,283,True
lightship,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000022,1.0,0.0,994,True
borderland,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,801,True
1980,0,0,oov,0,None,0,0,-,False,False,OOWN,,,189145,False
chapter house,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
monorail,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002,1.0,0.0,3106,True
crooner,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6458038302818702,1.0,0.0,589,True
Narendra Modi,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
chickenhearted,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
peekaboo,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
transistorize,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
sentimental,1,2,poly,2,None,1,0,-,ooc,False,0.31180067829816127,,,5065,False
ranch house,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
oculist,1,1,mon,2,0.5,1,0,conc,ooc,False,0.3004424553780117,0.5,1.0,131,True
spotter,1,2,poly,4,0.5454545454545454,1,0,conc,False,False,0.11569372145652718,0.6375825928457507,1.4496696286169972,987,True
lowland,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,,11721,True
reckless,1,1,mon,2,None,1,0,-,False,False,0.3271321725066591,,,5337,False
delusion,1,2,poly,3,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.27843137254901956,2.1647058823529415,2085,True
marocain,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
100,0,0,oov,2,None,0,0,abs,False,False,OOV/OOW,,,320693,True
flypaper,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,148,True
gentle,1,3,poly,10,0.18181818181818182,4,3,-,True,False,0.12792480287150612,0.20134680134680136,7.986531986531986,11714,False
except,3,5,homonyms_only_different_pos,2,0.18181818181818182,1,3,-,False,False,OOWN,0.18181818181818182,1.6363636363636362,138033,False
Kei Nishikori,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
straw poll,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tripping,1,2,poly,7,0.25,0,0,-,ooc,False,OOV/OOW,0.38071428571428567,4.335,1308,False
two - ply,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
modem,0,0,oov,1,1.0,0,0,conc,False,False,1.0000000000000007,1.0,0.0,3553,True
- brimmed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
armchair critic,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tune - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tinge,2,3,homonyms_only_different_pos,4,0.25,2,0,abs,ooc,False,OOV/OOW,0.26785714285714285,2.928571428571429,1823,True
14p,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
calaboose,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
moray,0,0,oov,1,1.0,0,0,conc,False,False,1.0000000000000013,1.0,0.0,4883,True
vagrancy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0,683,True
hookup,1,1,mon,2,0.75,0,0,conc,ooc,False,OOWN,0.75,0.5,301,True
peanuts,1,1,mon,5,0.1,0,0,abs-conc,ooc,False,0.24794449034927601,0.32122561013865364,3.3938719493067318,4471,True
multiplication table,1,0,oov,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
amends,1,1,mon,5,0.15384615384615385,1,0,abs,ooc,False,0.09803115025371219,0.19403513153513152,4.029824342324343,2731,True
alphabetical,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,4695,False
intrauterine device,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
compliment,2,4,homonyms_only_different_pos,3,0.16666666666666666,1,0,abs,False,False,OOWN,0.16666666666666666,2.5,2241,True
type,2,9,homonyms_only_different_pos,8,0.11764705882352941,5,9,abs-conc,False,False,OOV/OOW,0.2435773070883365,6.051381543293308,302359,True
during,1,2,poly,0,None,0,0,-,False,False,OOWN,,,2409600,False
foreclosure,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,2669,True
taxation,1,2,poly,3,0.2,1,4,abs,False,False,OOV/OOW,0.2854489164086687,2.143653250773994,14314,True
wimpole,0,0,oov,0,None,0,0,-,False,False,OOWN,,,360,False
Papua New Guinea,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
nose,2,13,homonyms_only_different_pos,14,0.10526315789473684,4,8,abs-conc,True,False,OOV/OOW,0.2461568725032617,10.553803784954336,28886,True
spit up,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
h . c . f .,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
lay up,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
millet,1,2,poly,3,0.19047619047619047,1,0,conc-n,False,False,OOV/OOW,0.3134920634920635,2.0595238095238093,3958,True
militia,1,1,mon,2,0.5714285714285714,1,0,abs,ooc,False,OOWN,0.5714285714285714,0.8571428571428572,37813,True
dearest,1,1,mon,5,None,0,0,conc,ooc,False,0.1077030109162393,,,1113,True
coroner,1,1,mon,1,1.0,0,0,conc,False,False,1.000000000000001,1.0,0.0,3777,True
descant,1,3,poly,4,0.5,1,0,abs,False,False,OOV/OOW,0.6111111111111112,1.5555555555555554,193,True
defoliate,1,1,mon,2,None,0,0,-,ooc,False,OOWN,,,103,False
approximation,1,2,poly,4,0.21052631578947367,0,0,abs,ooc,False,OOV/OOW,0.24027347781217748,3.03890608875129,9547,True
rightly,1,3,poly,1,1.0,0,0,-,False,False,1.000000000000001,1.0,0.0,2091,False
school,3,9,homonyms_also_same_pos,10,0.11764705882352941,5,12,abs-conc,True,False,0.32813942360237985,0.3176811002178649,6.823188997821351,1938254,True
provenance,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,2645,True
offhand,1,2,poly,4,None,2,0,-,ooc,False,0.20098201075935473,,,260,False
instant,2,6,homonyms_only_different_pos,5,0.46153846153846156,5,0,abs,False,False,0.19900243162357864,0.46153846153846156,2.692307692307692,18026,True
antedate,1,2,poly,2,0.2857142857142857,1,0,-,ooc,False,OOV/OOW,0.2857142857142857,1.4285714285714286,OOV,False
engag *31,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
universe,1,2,poly,3,0.16666666666666666,1,0,abs-conc,ooc,False,0.30930249434470836,0.23737373737373738,2.287878787878788,66555,True
down at heel,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
steam iron,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
imposture,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,150,True
oblate sphere,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
knuckle - duster,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
overbid,2,4,homonyms_only_different_pos,4,0.25,2,0,abs,ooc,False,OOV/OOW,0.4107142857142857,2.357142857142857,OOV,True
pail,1,2,poly,2,0.13333333333333333,1,0,abs-conc,ooc,False,OOV/OOW,0.13333333333333333,1.7333333333333334,633,True
g-registered,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
curtain call,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
localised,0,0,oov,6,0.15384615384615385,0,0,-,False,False,OOWN,0.1969373219373219,4.818376068376068,2102,False
cobbler,1,2,poly,3,0.25,3,0,abs-conc,ooc,False,0.3694105343907589,0.3062435500515996,2.081269349845201,967,True
retrospective,1,1,mon,2,None,0,0,abs,ooc,False,OOWN,,,13444,True
triviality,1,2,poly,3,0.16666666666666666,0,0,abs-conc,ooc,False,0.1545307520652977,0.19444444444444442,2.416666666666667,238,True
public utility,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
organised,0,0,oov,7,0.2,0,0,-,False,False,OOWN,0.2543386243386243,5.21962962962963,49993,False
serjeant - at - arms,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
de jure,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
knee breeches,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
superannuation,1,2,poly,3,0.18181818181818182,1,0,abs,ooc,False,OOV/OOW,0.20875420875420878,2.3737373737373737,1100,True
bard,1,2,poly,3,0.36363636363636365,1,0,conc,ooc,False,OOV/OOW,0.36363636363636365,1.9090909090909092,5515,True
toxicologist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,221,True
Enlightenment,1,1,mon,3,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.25210084033613445,2.2436974789915967,OOV,True
velocity,1,2,poly,1,1.0,0,0,abs,False,False,1.000000000000001,1.0,0.0,27831,True
embarrass,1,2,poly,2,0.25,2,3,-,ooc,False,OOV/OOW,0.25,1.5,1092,False
barbaric,1,2,poly,2,None,1,0,-,ooc,False,0.3357050469537075,,,1486,False
subtraction,1,2,poly,2,0.47619047619047616,1,0,abs,ooc,False,OOWN,0.47619047619047616,1.0476190476190477,1522,True
fiddler,1,2,poly,3,0.6,2,0,conc,ooc,False,0.31862694563140553,0.6222222222222222,1.1333333333333333,3242,True
hatchery,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,1974,True
onetime,1,1,mon,1,1.0,0,0,-,ooc,False,0.5378950510330167,1.0,0.0,682,False
vulgarize,1,1,mon,3,0.16666666666666666,1,4,-,ooc,False,OOWN,0.2222222222222222,2.3333333333333335,OOV,False
robbery,1,3,poly,2,0.47619047619047616,1,0,abs,False,False,OOWN,0.47619047619047616,1.0476190476190477,15212,True
repellent,2,2,homonyms_only_different_pos,6,0.26666666666666666,4,0,abs,ooc,False,OOV/OOW,0.47407407407407404,3.1555555555555554,1080,True
fino,0,0,oov,0,None,0,0,-,False,False,OOWN,,,564,False
fee - paying,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
wheeler,0,0,oov,5,0.4,2,0,conc-n,False,False,0.13563609763374435,0.4759997274090228,2.620001362954886,14696,True
introduced,0,0,oov,10,0.16666666666666666,0,0,-,True,False,0.10083898511711198,0.25451499118165777,7.454850088183422,273237,False
doh,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0,654,True
bravely,0,0,oov,1,1.0,0,0,-,False,False,0.6819820233847779,1.0,0.0,1801,False
timbre,1,1,mon,1,1.0,0,0,abs,ooc,False,0.9999999999999997,1.0,0.0,1998,True
hereditament,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
eugenics,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,2612,True
waterfront,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,11829,True
subscribe for,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
thirty-two,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
knit up,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Nereid,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
soldier of fortune,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
psychical research,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
heat barrier,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ventriloquism,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,366,True
Halverson,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
sarky,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
touch *31,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
vigorous,1,3,poly,2,None,1,0,-,ooc,False,OOWN,,,7607,False
cup,2,11,homonyms_only_different_pos,11,0.11764705882352941,5,4,abs-conc,False,False,OOV/OOW,0.2314421898662386,8.454135911471376,489530,True
solstice,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0,3095,True
aquatic,1,2,poly,3,None,1,0,conc,ooc,False,OOWN,,,18100,True
minor key,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
graffiti,1,1,mon,2,None,0,0,conc,False,False,0.33823284614573185,,,9377,True
apron strings,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ascorbic acid,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
halibut,1,1,mon,2,0.16,1,0,conc,ooc,False,OOV/OOW,0.16,1.68,784,True
clinker,1,2,poly,4,0.25,1,0,conc,ooc,False,0.23539226203748648,0.26785714285714285,2.928571428571429,888,True
layout,1,3,poly,2,0.35294117647058826,1,0,abs,ooc,False,OOWN,0.35294117647058826,1.2941176470588234,27134,True
blood-curdling,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
grandiose,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,,1833,False
devilment,1,3,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
sell up,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
wainscot,1,2,poly,2,0.875,1,0,conc,ooc,False,OOWN,0.875,0.25,258,True
purgation,1,2,poly,3,0.5,2,0,abs,ooc,False,OOWN,0.5336700336700336,1.3989898989898992,123,True
phenomenon,1,2,poly,2,0.16666666666666666,2,0,abs-conc,False,False,OOWN,0.16666666666666666,1.6666666666666667,31504,True
anode,1,1,mon,2,0.5714285714285714,1,0,conc,ooc,False,OOWN,0.5714285714285714,0.8571428571428572,2947,True
squat,3,7,homonyms_only_different_pos,8,0.2222222222222222,4,4,abs,True,False,0.09447246841227197,0.2997354497354497,5.602116402116403,2354,True
vassalage,1,2,poly,1,1.0,0,0,abs,ooc,False,0.6443261027591103,1.0,0.0,651,True
catching,1,2,poly,33,0.14285714285714285,0,0,abs,ooc,False,0.09731279110268787,0.25862180470982554,24.465480444575757,11751,True
obsolete,1,1,mon,1,1.0,1,0,-,True,False,0.6370192627021197,1.0,0.0,13698,False
know - all,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
time card,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ground bait,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
decoction,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,396,True
eleemosynary,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
heat wave,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
round out,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
stolid,1,1,mon,1,1.0,0,0,-,True,False,1.000000000000001,1.0,0.0,175,False
panther,1,2,poly,3,0.8125,1,0,conc,ooc,False,0.3468625735933663,0.851478494623656,0.44556451612903203,10500,True
Wedgwood,1,1,mon,2,0.34782608695652173,2,0,conc-n,ooc,False,OOV/OOW,0.34782608695652173,1.3043478260869565,OOV,True
Somerset,0,0,oov,2,0.10526315789473684,0,0,abs-n,ooc,True,OOV/OOW,0.10526315789473684,1.7894736842105263,OOV,True
quarterfinal,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0,4755,True
distress,2,5,homonyms_only_different_pos,6,0.2222222222222222,1,5,abs,True,False,OOV/OOW,0.2857142857142857,4.285714285714286,12084,True
wash drawing,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
outlying,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000007,1.0,0.0,6698,False
histamine,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,1193,True
gossipy,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000024,1.0,0.0,199,False
impedimenta,1,1,mon,2,0.5882352941176471,1,0,conc,ooc,False,OOWN,0.5882352941176471,0.8235294117647058,OOV,True
near miss,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
geo -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
failure,1,6,poly,7,0.13333333333333333,4,7,abs-conc,True,False,OOV/OOW,0.32869275915494406,4.6991506859153915,93439,True
tactician,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,1.000000000000002,1.0,0.0,860,True
obtainable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002,1.0,0.0,1051,False
touch off,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sw6,0,0,oov,0,None,0,0,-,False,False,OOWN,,,109,False
oddball,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0,740,True
flood,2,9,homonyms_only_different_pos,10,0.1,4,11,abs-conc,True,False,OOV/OOW,0.23050331243608563,7.694966875639144,43194,True
sawdust,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,1064,True
forasmuch as,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
penology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0,160,True
freddy,0,0,oov,0,None,0,0,-,False,False,OOWN,,,5980,False
MI5,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
bleach,2,2,homonyms_only_different_pos,5,0.125,2,0,abs-conc,ooc,False,0.21860829590139663,0.17251984126984127,4.137400793650794,2356,True
moss,1,2,poly,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,19891,True
fomentation,1,2,poly,3,0.13333333333333333,2,0,abs-conc,ooc,False,OOWN,0.2809116809116809,2.157264957264957,OOV,True
deathblow,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,130,True
earthwork,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,1725,True
clockwork,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000002,1.0,0.0,2422,True
fossil,2,4,homonyms_only_different_pos,3,0.42857142857142855,1,0,conc,False,False,OOV/OOW,0.42857142857142855,1.7142857142857142,26080,True
high - keyed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
fizz,2,3,homonyms_only_different_pos,2,None,0,0,abs,False,False,OOV/OOW,,,876,True
needless,1,2,poly,7,0.18181818181818182,0,0,conc,ooc,False,OOV/OOW,0.5081009118160821,3.4432936172874253,1280,True
rear admiral,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dorigo,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
paid,1,1,mon,14,0.15384615384615385,1,0,-,False,False,0.13213215568231151,0.25987446896537797,10.361757434484709,126320,False
eel,1,1,mon,2,0.18181818181818182,1,0,conc,ooc,False,OOWN,0.18181818181818182,1.6363636363636362,6510,True
returning officer,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
deference,1,2,poly,3,0.25,1,0,abs,ooc,False,OOV/OOW,0.3333333333333333,2.0,2039,True
reeve,1,2,poly,4,0.6666666666666666,1,3,conc,ooc,False,OOWN,0.6666666666666666,1.3333333333333335,4372,True
sunflower,1,1,mon,1,1.0,0,0,conc,False,False,0.7187888673988576,1.0,0.0,4339,True
daunting,0,0,oov,2,None,0,0,-,False,False,0.09957366184824025,,,1433,False
put aside,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
faculty,1,3,poly,2,0.3333333333333333,2,5,abs,False,False,OOV/OOW,0.3333333333333333,1.3333333333333335,105968,True
entitle to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mystery play,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
emphysema,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,1213,True
goddamn,1,1,mon,3,None,0,0,-,ooc,False,OOV/OOW,,,408,False
tenure,1,4,poly,3,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW,0.2222222222222222,2.3333333333333335,52234,True
grudging,1,1,mon,4,0.3333333333333333,1,0,-,False,False,OOV/OOW,0.3333333333333333,2.666666666666667,418,False
borne in on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
unworried,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
news media,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
down -,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
spitfire,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,0.9999999999999999,1.0,0.0,4754,True
republican,2,3,homonyms_only_different_pos,5,0.2857142857142857,3,0,conc-n,ooc,False,OOV/OOW,0.40832851359167144,2.958357432041643,152270,True
igneous,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,,3092,False
well - read,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tawdry,1,1,mon,2,None,1,0,-,ooc,False,0.17363120529736578,,,211,False
cm,1,0,oov,2,0.25,1,0,abs,False,False,0.3565488228657128,0.25,1.5,13421,True
narrowly,1,4,poly,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0,21691,False
pitter - patter,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Sally Lunn,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
short - range,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
try - out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
monotheism,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,992,True
boll,1,1,mon,1,1.0,1,0,conc,ooc,False,1.0,1.0,0.0,1273,True
paperhanger,1,1,mon,2,0.5217391304347826,1,0,conc,ooc,False,OOV/OOW,0.5217391304347826,0.9565217391304348,OOV,True
slough,2,4,homonyms_also_same_pos,5,0.11764705882352941,2,0,abs-conc,ooc,False,OOV/OOW,0.32072829131652664,3.3963585434173673,4236,True
goddess,0,0,oov,1,1.0,0,0,abs,False,False,1.0000000000000007,1.0,0.0,28715,True
rocket base,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
suit,2,13,homonyms_only_different_pos,10,0.1111111111111111,6,11,abs-conc,True,False,0.1895074278297466,0.2847771272251591,7.152228727748408,53572,True
artiste,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000022,1.0,0.0,1773,True
dashing,1,1,mon,8,0.15384615384615385,1,0,-,False,False,0.15590094598721416,0.21207459207459206,6.303403263403263,1414,False
luxurious,1,3,poly,2,None,1,0,-,False,False,0.49257488254931464,,,5877,False
phonic,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,,213,False
forth,1,4,poly,4,None,2,0,n,ooc,False,OOV/OOW,,,31338,True
chipmunk,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0,1123,True
qualification,1,3,poly,3,0.2222222222222222,2,0,abs,ooc,False,OOWN,0.2550695491871962,2.2347913524384113,36079,True
sandbank,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,590,True
tzarina,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
outlet,1,2,poly,4,0.125,4,0,abs-conc,ooc,False,OOV/OOW,0.2876984126984127,2.8492063492063493,17042,True
regular,2,14,homonyms_only_different_pos,17,0.125,6,0,abs-conc,True,False,OOV/OOW,0.3369805194805195,11.271331168831168,240632,True
Norman,1,2,poly,5,0.5,5,0,conc-n,ooc,False,OOV/OOW,0.5151515151515151,2.4242424242424243,OOV,True
acquittal,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0,2716,True
inhibition,1,1,mon,4,0.13333333333333333,2,0,abs-conc,ooc,False,OOWN,0.2626517273576097,2.9493930905695613,7484,True
muffle,1,2,poly,3,0.15384615384615385,1,0,conc,ooc,False,OOWN,0.15384615384615385,2.5384615384615383,190,True
extenuation,1,2,poly,2,0.2,0,0,abs,ooc,False,OOWN,0.2,1.6,OOV,True
pest,1,2,poly,4,0.08695652173913043,1,4,abs-conc,ooc,False,0.20819863594371693,0.3140504423113118,2.743798230754753,8051,True
elope,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,1113,False
freemasonry,1,2,poly,2,0.25,1,0,abs,ooc,False,OOWN,0.25,1.5,3175,True
lyric,2,4,homonyms_only_different_pos,7,0.625,4,0,abs,False,False,OOV/OOW,0.625,2.625,14755,True
overgrowth,1,2,poly,2,0.3,1,0,abs,False,False,OOWN,0.3,1.4,694,True
indissoluble,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,137,False
tolerant,1,1,mon,5,None,2,0,-,ooc,False,OOV/OOW,,,6735,False
airline,1,1,mon,2,0.09523809523809523,2,3,abs-conc,ooc,False,OOV/OOW,0.09523809523809523,1.8095238095238095,37387,True
indulge in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
lasciviously,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
sledgehammer,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,,1030,True
bodyguard,1,2,poly,2,0.125,1,0,abs-conc,ooc,False,OOWN,0.125,1.75,6679,True
tick off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
