word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word
reproachful,0,0,oov,1,1.0,0,0,-,True,False,OOV/OOW
rissole,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
turf out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
keep under,1,2,poly,0,None,0,0,-,ooc,False,OOWN
furze,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6493661237906783
sell - out,1,2,poly,0,None,0,0,-,ooc,False,OOWN
cancel out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bawdy,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW
morrow,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0
gad about,1,1,mon,0,None,0,0,-,ooc,False,OOWN
upland,1,1,mon,2,None,0,0,conc,False,False,OOWN
idiom,1,2,poly,4,0.3076923076923077,2,0,abs,ooc,False,0.28667847606939323
heuristics,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
cambridge,0,0,oov,3,0.3157894736842105,0,0,n,False,False,OOV/OOW
habitable,1,1,mon,1,1.0,0,0,-,ooc,False,0.7029263823290326
repair,2,5,homonyms_only_different_pos,8,0.11764705882352941,4,9,abs-conc,True,False,0.10279714163827258
p *B2 t *31 de foie gras,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fluoridate,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
dog days,1,1,mon,0,None,0,0,-,ooc,False,OOWN
baby - sitter,1,1,mon,0,None,0,0,-,ooc,False,OOWN
arid,1,3,poly,2,None,1,0,-,ooc,False,0.2969042649631317
long division,1,1,mon,0,None,0,0,-,ooc,False,OOWN
flat out,2,3,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
char,4,4,homonyms_also_same_pos,5,0.17391304347826086,3,0,abs-conc,False,False,0.17452718220420818
perigee,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
109,0,0,oov,0,None,0,0,-,False,False,OOWN
naiad,1,1,mon,2,0.09090909090909091,2,0,abs-conc,ooc,False,OOWN
aquaplane,2,3,homonyms_only_different_pos,3,0.75,1,0,conc,ooc,False,OOWN
leisured,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW
suicide,1,4,poly,2,0.11764705882352941,1,0,abs-conc,False,False,OOV/OOW
goodbye,1,1,mon,1,1.0,0,0,abs,False,False,0.39545691633136276
widowed,1,1,mon,2,None,0,0,-,ooc,False,OOWN
glancey,0,0,oov,0,None,0,0,-,False,False,OOWN
russet,2,2,homonyms_only_different_pos,2,None,0,0,conc,False,False,OOWN
polygon,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000022
gaiter,1,1,mon,3,0.631578947368421,1,0,conc,ooc,False,OOWN
mat,3,7,homonyms_only_different_pos,10,0.10526315789473684,4,0,abs-conc,ooc,False,OOV/OOW
comb - out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
percentage,1,4,poly,2,0.42857142857142855,1,3,abs,False,False,0.4002829820407728
draw down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
groggy,1,2,poly,1,1.0,0,0,-,ooc,False,0.5167547209896107
unravel,1,2,poly,3,0.16666666666666666,1,4,-,ooc,False,0.1339119434056463
happen,2,4,homonyms_only_different_pos,5,0.2857142857142857,1,4,-,False,False,0.25328788180862033
unforgettable,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
finalist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
pandora,0,0,oov,1,1.0,0,0,n,True,False,OOV/OOW
hr,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004
waggish,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
parabola,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009
matlock,0,0,oov,0,None,0,0,-,False,False,OOWN
pheasant,1,2,poly,2,0.2,1,0,conc,ooc,False,OOWN
carillon,1,1,mon,2,0.10526315789473684,1,0,abs-conc,ooc,False,OOV/OOW
palais,1,1,mon,0,None,0,0,-,False,False,OOWN
biology,1,2,poly,3,0.10526315789473684,1,0,abs-conc,ooc,False,0.207234022377879
boggle,1,1,mon,3,0.25,1,4,-,ooc,False,OOV/OOW
unreasonable,1,2,poly,2,None,1,0,-,ooc,False,0.1901044480085157
newcastle,0,0,oov,1,0.9,0,0,n,False,False,OOV/OOW
separated,0,0,oov,17,0.2,0,0,-,False,False,OOV/OOW
mini-series,0,0,oov,0,None,0,0,-,False,False,OOWN
shrewdly,0,0,oov,1,1.0,0,0,-,False,False,0.6274496492735856
slowly,0,0,oov,2,None,1,0,-,True,False,OOWN
oboist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
billboard,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
scholastic,1,3,poly,4,0.5714285714285714,3,0,conc,ooc,False,0.14860605464481402
unexampled,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
crystalline,1,2,poly,3,None,1,0,-,ooc,False,OOWN
swear to,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bird of prey,1,1,mon,0,None,0,0,-,ooc,False,OOWN
spotted,1,1,mon,7,0.25,1,0,-,ooc,False,0.07022650148504397
push,2,19,homonyms_only_different_pos,15,0.09523809523809523,5,20,abs-conc,True,False,OOV/OOW
leach,1,2,poly,4,0.25,1,3,conc,ooc,False,OOWN
rehearse,1,2,poly,1,1.0,0,0,-,ooc,False,0.9999999999999998
report,2,10,homonyms_only_different_pos,13,0.2,5,10,abs,False,False,OOV/OOW
moose,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
shy,4,12,homonyms_also_same_pos,6,0.2222222222222222,4,4,abs,False,False,OOWN
fortify,1,2,poly,5,0.18181818181818182,2,5,-,ooc,False,OOV/OOW
whisper,2,7,homonyms_only_different_pos,3,0.26666666666666666,1,0,abs,False,False,OOWN
matchbox,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
profanation,1,2,poly,2,0.47619047619047616,0,0,abs,ooc,False,OOV/OOW
ping,2,3,homonyms_only_different_pos,7,0.14285714285714285,3,4,abs-n,ooc,False,OOV/OOW
edifice,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
trouble,2,18,homonyms_only_different_pos,11,0.16666666666666666,3,11,abs,True,False,OOV/OOW
indicator,1,3,poly,4,0.13333333333333333,3,0,abs-conc,False,False,OOV/OOW
earwig,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
cosset,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
hurricane lamp,1,1,mon,0,None,0,0,-,ooc,False,OOWN
antilogarithm,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
stoned,1,2,poly,3,0.3333333333333333,0,0,-,ooc,False,OOWN
playable,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000013
painful,1,1,mon,4,None,1,0,-,True,False,OOV/OOW
four - letter word,1,1,mon,0,None,0,0,-,ooc,False,OOWN
excite,1,4,poly,8,0.2222222222222222,3,4,-,ooc,False,OOV/OOW
prejudge,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
Johannes Gutenberg,0,0,oov,0,None,0,0,-,ooc,True,OOWN
farsighted,1,2,poly,2,None,0,0,-,True,False,OOV/OOW
attribute,1,2,poly,4,0.36363636363636365,2,7,abs,False,False,0.4262029707171775
lichfield,0,0,oov,0,None,0,0,-,False,False,OOWN
silvan,1,1,mon,2,None,0,0,abs,ooc,False,OOWN
deterrent,1,1,mon,2,None,0,3,abs,False,False,OOWN
underpin,1,2,poly,2,0.2857142857142857,1,1,-,True,False,OOV/OOW
consanguineous,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000022
prisoner of war,1,1,mon,0,None,0,0,-,ooc,False,OOWN
divine,3,5,homonyms_only_different_pos,10,0.11764705882352941,3,0,conc-n,False,False,0.17871815269842334
inmate,1,1,mon,3,0.6,1,0,conc,False,False,0.244914718727711
hearthrug,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
nunnery,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
decent,1,2,poly,7,None,1,0,-,True,False,OOV/OOW
known,2,6,homonyms_only_different_pos,12,0.2,0,0,-,ooc,False,0.014919323532761574
mudslinger,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
tracing paper,1,1,mon,0,None,0,0,-,ooc,False,OOWN
artful,1,2,poly,2,None,2,0,-,ooc,False,0.1634903466397331
meatball,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
teeming,1,1,mon,3,0.2,0,0,-,ooc,False,OOWN
insistency,1,1,mon,2,0.21052631578947367,0,0,abs,ooc,False,OOWN
sheaf,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000018
averse,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007
garment,1,1,mon,2,None,0,0,conc,False,False,0.12539264769542938
Ram,1,0,oov,9,0.18181818181818182,1,0,conc-n,ooc,False,OOV/OOW
prof,1,1,mon,1,1.0,0,0,conc,ooc,False,0.7306296412077187
indecent exposure,1,1,mon,0,None,0,0,-,ooc,False,OOWN
protozoan,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
badinage,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
courtier,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
shall,1,3,poly,0,None,0,0,-,False,False,OOWN
teakettle,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
resulting,0,0,oov,3,0.25,0,0,-,False,False,0.32904301720924173
senate,1,3,poly,2,0.9411764705882353,1,0,abs,ooc,False,OOV/OOW
bullshit,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW
braggadocio,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000007
commemorative,1,1,mon,2,None,0,0,conc,ooc,False,OOWN
get - together,1,1,mon,0,None,0,0,-,ooc,False,OOWN
infringe,1,1,mon,2,0.18181818181818182,2,1,-,ooc,False,OOV/OOW
kiev,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
accompany,1,3,poly,4,0.18181818181818182,3,4,-,True,False,OOV/OOW
coffeepot,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
£34.90,0,0,oov,0,None,0,0,-,False,False,OOWN
immutable,1,1,mon,1,1.0,0,0,-,ooc,False,0.9999999999999997
pavlovian,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW
petit mal,1,1,mon,0,None,0,0,-,ooc,False,OOWN
cover note,1,1,mon,0,None,0,0,-,ooc,False,OOWN
skyline,1,1,mon,2,0.5333333333333333,1,0,conc,ooc,False,OOV/OOW
general strike,1,1,mon,0,None,0,0,-,ooc,False,OOWN
benzaminia,0,0,oov,0,None,0,0,-,False,False,OOWN
glamorize,1,1,mon,2,0.2,1,0,-,ooc,False,OOV/OOW
courtesan,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6806073985460291
mountain lion,1,1,mon,0,None,0,0,-,ooc,False,OOWN
critic,1,2,poly,3,0.5714285714285714,2,3,conc,False,False,OOWN
low - lying,1,2,poly,0,None,0,0,-,ooc,False,OOWN
revocable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000022
wayside,1,2,poly,1,1.0,0,0,conc,ooc,False,0.6369053606508093
goings,1,1,mon,33,0.2222222222222222,0,0,abs,ooc,False,0.0362152380553909
breaded,1,1,mon,1,1.0,0,0,-,ooc,False,OOWN
pamper,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
stick together,1,1,mon,0,None,0,0,-,ooc,False,OOWN
stuart,0,0,oov,3,0.1111111111111111,0,0,abs-conc-n,False,False,OOV/OOW
handcuff,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
probing,0,0,oov,3,0.25,0,0,-,True,False,OOV/OOW
jell,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000016
roving eye,1,1,mon,0,None,0,0,-,ooc,False,OOWN
enormously,1,1,mon,1,1.0,0,0,-,ooc,False,0.5290124250104127
hubcap,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
plot,2,10,homonyms_only_different_pos,8,0.1111111111111111,7,10,abs-conc,True,False,OOV/OOW
Tony,0,0,oov,0,None,0,0,-,ooc,True,OOWN
mythical,1,2,poly,1,1.0,0,0,-,True,False,0.8217964200617272
troika,1,2,poly,3,0.10526315789473684,2,0,abs-conc,ooc,False,0.1422813328407576
mucous,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002
compromise,2,4,homonyms_only_different_pos,5,0.2,3,4,abs,False,False,OOV/OOW
dry cleaning,1,2,poly,0,None,0,0,-,ooc,False,OOWN
carbonize,1,1,mon,2,0.6666666666666666,1,0,-,ooc,False,OOV/OOW
Republican,2,2,homonyms_only_different_pos,5,0.2857142857142857,1,0,conc-n,ooc,False,OOV/OOW
gadget,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5969246556551343
buffet about,1,1,mon,0,None,0,0,-,ooc,False,OOWN
sanctuary,1,3,poly,3,0.375,3,4,conc,False,False,0.26527604046709136
knock up,1,9,poly,0,None,0,0,-,ooc,False,OOWN
incurved,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016
exhume,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
dispense,1,2,poly,3,0.2857142857142857,2,5,-,ooc,False,OOV/OOW
warlike,1,2,poly,2,None,1,0,-,ooc,False,0.1266018672863144
kaffir,1,1,mon,2,0.48,2,0,conc,ooc,False,OOV/OOW
courting,1,1,mon,4,0.3333333333333333,0,0,abs,ooc,False,0.4821489898586083
Peach Melba,1,1,mon,0,None,0,0,-,ooc,False,OOWN
brazzo,0,0,oov,0,None,0,0,-,False,False,OOWN
upholster,1,3,poly,1,1.0,0,0,-,ooc,False,OOV/OOW
down - and - out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pussy,2,5,homonyms_also_same_pos,3,0.2,2,0,conc,ooc,False,0.08410359075228173
self - acting,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mutation,1,3,poly,3,0.14285714285714285,2,0,abs-conc,ooc,False,OOV/OOW
look through,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
flirtation,1,3,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000007
feet,1,1,mon,11,0.09523809523809523,0,0,abs-conc,ooc,False,0.2752029510597725
coconut shy,1,1,mon,0,None,0,0,-,ooc,False,OOWN
chesshyre,0,0,oov,0,None,0,0,-,False,False,OOWN
flat - bottomed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Pyrex,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
patriarchy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
burn off,1,2,poly,0,None,0,0,-,ooc,False,OOWN
boon companion,1,1,mon,0,None,0,0,-,ooc,False,OOWN
whipper - in,1,1,mon,0,None,0,0,-,ooc,False,OOWN
rooming house,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dine,1,2,poly,2,0.2,1,3,-,ooc,False,OOWN
trepan,1,1,mon,3,0.5714285714285714,1,0,conc,ooc,False,OOWN
argent,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW
anesthesia,1,1,mon,1,1.0,0,0,abs,ooc,False,0.7873344539766629
relegate to,1,1,mon,0,None,0,0,-,ooc,False,OOWN
metro,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
speakership,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016
protrusive,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
rig,3,6,homonyms_also_same_pos,11,0.08695652173913043,7,5,abs-conc,False,False,0.07477162903119416
accountant,1,1,mon,1,1.0,0,0,conc,False,False,0.6649525371167162
control,2,14,homonyms_only_different_pos,19,0.09523809523809523,5,12,abs-conc,True,False,0.17570865710147543
riot in,1,1,mon,0,None,0,0,-,ooc,False,OOWN
roadside,1,1,mon,1,1.0,0,0,conc,False,False,0.6369053606508093
cut - rate,1,1,mon,0,None,0,0,-,ooc,False,OOWN
witchery,1,2,poly,1,1.0,0,0,abs,ooc,False,0.6484610019447314
saint's day,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Redeemer,1,1,mon,2,0.6666666666666666,1,0,conc-n,ooc,False,OOV/OOW
applebaum,0,0,oov,0,None,0,0,-,False,False,OOWN
pay packet,1,2,poly,0,None,0,0,-,ooc,False,OOWN
cheers,1,3,poly,7,0.14285714285714285,0,0,abs,False,False,OOV/OOW
milky,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000002
thirst for,1,1,mon,0,None,0,0,-,ooc,False,OOWN
East Germany,0,0,oov,0,None,0,0,-,ooc,True,OOWN
dixieland,1,1,mon,1,1.0,0,0,n,ooc,False,OOV/OOW
capillarity,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
press lord,1,1,mon,0,None,0,0,-,ooc,False,OOWN
she's,1,2,poly,0,None,0,0,-,ooc,False,OOWN
cheque card,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pa,1,1,mon,5,0.1111111111111111,1,0,abs-conc-n,ooc,False,0.1413850392311338
winceyette,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
timer,1,1,mon,3,0.38095238095238093,1,0,conc,ooc,False,OOWN
parlour,1,4,poly,2,0.8421052631578947,2,0,conc,ooc,False,OOV/OOW
sea mist,1,1,mon,0,None,0,0,-,ooc,False,OOWN
power steering,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pulmonary,1,1,mon,1,1.0,0,0,-,ooc,False,0.6779148262763462
furthermost,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
unlikely,1,2,poly,3,None,1,0,-,False,False,OOWN
man - eater,1,1,mon,0,None,0,0,-,ooc,False,OOWN
appendage,1,1,mon,3,0.3333333333333333,2,0,conc,ooc,False,OOWN
dozen,1,3,poly,2,None,0,0,abs,True,False,OOWN
juvenile delinquency,1,1,mon,0,None,0,0,-,ooc,False,OOWN
crossbones,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013
moisten,1,1,mon,2,0.2,1,0,-,ooc,False,OOWN
encore,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN
move out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
susceptibilities,1,1,mon,1,1.0,0,0,abs,ooc,False,0.40769119718423125
trice,1,1,mon,3,0.5714285714285714,0,0,abs,ooc,False,0.08132010990463681
visitors' book,1,1,mon,0,None,0,0,-,ooc,False,OOWN
balou,0,0,oov,0,None,0,0,-,False,False,OOWN
portent,1,2,poly,1,1.0,0,0,abs,ooc,False,1.000000000000001
braid,2,4,homonyms_only_different_pos,5,0.18181818181818182,3,0,conc,ooc,False,0.08858195987329073
after -,1,1,mon,0,None,0,0,-,ooc,False,OOWN
british-controlled,0,0,oov,0,None,0,0,-,False,False,OOWN
sweetbread,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
funny peculiar,1,1,mon,0,None,0,0,-,ooc,False,OOWN
grating,2,2,homonyms_only_different_pos,9,0.18181818181818182,1,0,conc,ooc,False,0.2844129365672051
clip - on,1,1,mon,0,None,0,0,-,ooc,False,OOWN
jolly,3,6,homonyms_only_different_pos,5,0.09090909090909091,2,0,abs-conc,False,False,0.18204275899762704
split pea,1,1,mon,0,None,0,0,-,ooc,False,OOWN
commons,1,3,poly,5,0.13333333333333333,2,0,abs-conc,False,False,OOV/OOW
water ice,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fatty,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,0.15425995000179338
shameful,1,1,mon,2,None,1,0,-,ooc,False,0.2832738778125555
continuo,1,1,mon,1,1.0,0,0,abs,ooc,False,0.9999999999999999
paintwork,1,1,mon,0,None,0,0,-,False,False,OOWN
promulgate,1,2,poly,2,0.5,1,0,-,ooc,False,OOWN
lummox,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
bass,3,6,homonyms_only_different_pos,9,0.08333333333333333,4,0,abs-conc,False,False,OOV/OOW
fingerplate,1,1,mon,0,None,0,0,-,ooc,False,OOWN
open - handed,1,2,poly,0,None,0,0,-,ooc,False,OOWN
doing,0,0,oov,13,0.16666666666666666,0,0,-,False,False,0.1355550213793304
run on,2,4,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
accountancy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009
mint,3,8,homonyms_also_same_pos,8,0.1,3,0,abs-conc,ooc,False,0.06559695613082661
nestling,1,1,mon,5,0.25,1,0,conc,ooc,False,0.1504572543182439
transfer,2,8,homonyms_only_different_pos,15,0.14285714285714285,4,13,abs-conc,True,False,0.165997800388141
arbiter,1,2,poly,2,0.6,1,0,conc,False,False,0.3277223469619905
projection room,1,1,mon,0,None,0,0,-,ooc,False,OOWN
brunt,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002
weekender,1,1,mon,2,0.38095238095238093,1,0,conc,ooc,False,OOWN
sumptuary,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
aye,3,4,homonyms_also_same_pos,0,None,0,0,-,False,False,OOWN
cultural,1,1,mon,4,None,2,0,-,False,False,0.29873533564624805
awe - inspiring,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mishmash,1,1,mon,1,1.0,0,0,abs,ooc,False,0.4548889570474531
sat,1,1,mon,11,0.16666666666666666,0,0,abs,ooc,False,OOV/OOW
stratford,0,0,oov,0,None,0,0,-,False,False,OOWN
demarcation dispute,1,1,mon,0,None,0,0,-,ooc,False,OOWN
northeasterly,1,2,poly,2,None,0,0,-,ooc,False,OOWN
unsociable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018
wander,1,5,poly,5,0.16666666666666666,2,5,-,False,False,0.5166281140297098
buoyancy,1,3,poly,4,0.375,2,0,abs,ooc,False,OOV/OOW
chiffon,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000007
ex libris,1,1,mon,0,None,0,0,-,ooc,False,OOWN
swordplay,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018
congressman,1,2,poly,1,1.0,0,0,conc,ooc,False,0.7805142091597299
congress,1,4,poly,4,0.13333333333333333,2,0,abs-conc,False,False,0.030112883894582006
crosspiece,1,1,mon,2,0.8181818181818182,1,0,conc,ooc,False,OOV/OOW
light ale,1,1,mon,0,None,0,0,-,ooc,False,OOWN
gainful,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009
initially,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000002
notifiable,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
ewe,1,1,mon,3,0.07692307692307693,1,0,abs-conc,ooc,False,OOWN
quince,1,1,mon,2,0.3333333333333333,2,0,conc,ooc,False,OOV/OOW
decibel,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013
ar *B4 te,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ideal,2,4,homonyms_only_different_pos,5,0.14285714285714285,2,0,abs-conc,False,False,0.0015490407982854488
£9.50,0,0,oov,0,None,0,0,-,False,False,OOWN
paganism,1,2,poly,1,0.8181818181818182,0,0,abs,ooc,False,1.000000000000002
trammels,1,1,mon,6,0.18181818181818182,0,0,conc,ooc,False,OOV/OOW
adjourned,0,0,oov,2,0.3333333333333333,0,0,-,False,False,OOWN
subconscious,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW
freeze out,1,2,poly,0,None,0,0,-,ooc,False,OOWN
yesterday,2,5,homonyms_only_different_pos,4,0.3333333333333333,2,3,abs,False,False,OOWN
yoghurt,1,1,mon,1,0.875,0,0,conc,ooc,False,0.7426435370060847
tee shirt,1,1,mon,0,None,0,0,-,ooc,False,OOWN
minor,2,6,homonyms_only_different_pos,11,None,4,0,conc,False,False,0.005420468832702055
floral tribute,1,1,mon,0,None,0,0,-,ooc,False,OOWN
objective,2,5,homonyms_only_different_pos,6,0.11764705882352941,4,4,abs-conc,True,False,OOV/OOW
receiving,1,1,mon,13,0.16666666666666666,0,0,-,True,False,OOWN
conic,1,1,mon,2,None,0,0,abs,ooc,False,0.3856950564897814
hedge in,1,1,mon,0,None,0,0,-,ooc,False,OOWN
wiring,1,1,mon,7,0.1,2,0,abs-conc,ooc,False,OOWN
whether,1,3,poly,0,None,0,0,-,False,False,OOWN
medley,1,2,poly,1,1.0,0,0,abs,ooc,False,1.000000000000001
pastime,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000007
brew - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
chisel,2,4,homonyms_only_different_pos,4,0.14285714285714285,1,0,conc,ooc,False,OOV/OOW
browbeat,1,1,mon,2,0.16666666666666666,1,0,-,ooc,False,OOV/OOW
imprison,1,1,mon,2,0.3333333333333333,1,1,-,ooc,False,0.3092090576177286
unfrequented,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
well-paid,0,0,oov,0,None,0,0,-,False,False,OOWN
didn't,1,1,mon,0,None,0,0,-,ooc,False,OOWN
atom bomb,1,1,mon,0,None,0,0,-,ooc,False,OOWN
probate,2,3,homonyms_only_different_pos,4,0.14285714285714285,2,0,abs,ooc,False,OOV/OOW
rev,2,2,homonyms_only_different_pos,2,None,0,0,abs,False,False,0.17963532126573226
funnel,2,5,homonyms_only_different_pos,4,0.10526315789473684,2,1,abs-conc,ooc,False,OOV/OOW
strong room,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ellen,0,0,oov,0,None,0,0,-,False,False,OOWN
charge with,1,2,poly,0,None,0,0,-,ooc,False,OOWN
indictment,0,0,oov,2,0.35294117647058826,1,4,abs,True,False,OOV/OOW
english,0,0,oov,6,0.21052631578947367,0,0,abs,False,False,OOV/OOW
contentious,1,2,poly,2,None,1,0,-,ooc,False,OOV/OOW
equitation,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013
squander,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False,OOWN
well - groomed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fire control,1,1,mon,0,None,0,0,-,ooc,False,OOWN
potation,1,2,poly,2,0.125,1,0,abs-conc,ooc,False,OOWN
chide,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
div .,1,4,poly,0,None,0,0,-,ooc,False,OOWN
turncock,1,1,mon,2,0.36363636363636365,1,0,conc,ooc,False,OOV/OOW
squirrel,1,1,mon,2,0.17391304347826086,1,0,abs-conc,False,False,OOWN
fluvial,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002
blood lust,1,1,mon,0,None,0,0,-,ooc,False,OOWN
osteopath,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
young,2,7,homonyms_only_different_pos,14,0.13333333333333333,3,0,abs-conc-n,True,False,0.41045617399582573
oscillation,1,2,poly,3,0.15384615384615385,0,0,abs-conc,ooc,False,OOWN
activist,1,1,mon,2,None,0,0,conc,False,False,OOV/OOW
cognate,2,3,homonyms_only_different_pos,5,0.15384615384615385,4,0,abs-conc,ooc,False,0.1465389946229403
plastics,1,2,poly,2,0.15384615384615385,0,0,abs-conc,ooc,False,OOV/OOW
finnan haddie,1,1,mon,0,None,0,0,-,ooc,False,OOWN
break through,2,7,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
eruption,1,2,poly,6,0.2857142857142857,2,0,abs,True,False,0.30647136200835456
speech,1,4,poly,8,0.25,2,6,abs,False,False,OOV/OOW
