word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities
psychosis,1,1,mon,1,1.0,0,0,abs,ooc,False
theft,1,1,mon,1,1.0,0,0,abs,True,False
barb,1,1,mon,5,0.125,2,0,abs-conc,ooc,False
fall out,1,3,poly,0,None,0,0,-,ooc,False
oi,0,0,oov,0,None,0,0,-,False,False
cavalry,1,2,poly,2,0.5882352941176471,1,0,abs,ooc,False
civil liberty,1,1,mon,0,None,0,0,-,ooc,False
fiesta,1,1,mon,1,1.0,0,0,abs,ooc,False
paratroops,1,1,mon,1,1.0,0,0,abs,ooc,False
august,1,1,mon,3,None,1,1,abs,False,False
bodywork,1,1,mon,2,0.1111111111111111,1,0,abs-conc,ooc,False
n *31 e,1,1,mon,0,None,0,0,-,ooc,False
all - in,1,2,poly,0,None,0,0,-,ooc,False
variant,2,2,homonyms_only_different_pos,6,0.23529411764705882,1,0,abs,False,False
ocean,1,3,poly,2,0.18181818181818182,1,0,abs-conc,False,False
173.5x173,0,0,oov,0,None,0,0,-,False,False
illusion,1,6,poly,4,0.3,1,0,abs,False,False
cracksman,1,1,mon,1,1.0,0,0,conc,ooc,False
3.75p,0,0,oov,0,None,0,0,-,False,False
Stefano Cimicchi,0,0,oov,0,None,0,0,-,ooc,True
flat racing,1,1,mon,0,None,0,0,-,ooc,False
llama,1,1,mon,1,1.0,0,0,conc,ooc,False
follow on,2,3,homonyms_only_different_pos,0,None,0,0,-,ooc,False
silvery,1,2,poly,3,None,1,0,-,False,False
awaken to,1,2,poly,0,None,0,0,-,ooc,False
lapis lazuli,1,2,poly,0,None,0,0,-,ooc,False
moccasin,1,1,mon,1,1.0,0,0,conc,ooc,False
cash flow,1,1,mon,0,None,0,0,-,ooc,False
production,1,7,poly,8,0.10526315789473684,2,7,abs-conc,False,False
promotion,1,4,poly,4,0.21052631578947367,2,5,abs,False,False
reverie,1,2,poly,2,0.21052631578947367,1,0,abs,ooc,False
sunlight,1,1,mon,1,1.0,0,0,conc,False,False
waste paper,1,1,mon,0,None,0,0,-,ooc,False
Machiavellian,1,1,mon,2,None,0,0,conc,ooc,False
cantonment,1,1,mon,1,1.0,0,0,conc,ooc,False
aging,1,1,mon,6,0.2,1,0,conc,ooc,False
tick,6,11,homonyms_also_same_pos,8,0.1,6,6,abs-conc,False,False
European Central Bank,0,0,oov,0,None,0,0,-,ooc,True
approval,1,3,poly,4,0.25,1,3,abs,False,False
conj,1,1,mon,0,None,0,0,-,ooc,False
emulsion paint,1,1,mon,0,None,0,0,-,ooc,False
owl,1,1,mon,1,1.0,0,0,conc,ooc,False
naphtha,1,1,mon,1,0.9090909090909091,0,0,abs,ooc,False
talking - to,1,1,mon,0,None,0,0,-,ooc,False
tot up to,1,1,mon,0,None,0,0,-,ooc,False
urinate,1,1,mon,2,0.6666666666666666,1,0,-,ooc,False
assail,1,2,poly,3,0.2,1,3,-,ooc,False
grantham,0,0,oov,0,None,0,0,-,False,False
malcolm,0,0,oov,0,None,0,0,-,False,False
odour,1,2,poly,2,0.2857142857142857,1,0,abs,False,False
dress rehearsal,1,1,mon,0,None,0,0,-,ooc,False
wedded,1,3,poly,3,0.2222222222222222,0,0,-,ooc,False
working week,1,1,mon,0,None,0,0,-,ooc,False
G . M . T .,1,1,mon,0,None,0,0,-,ooc,False
guillotine,2,6,homonyms_only_different_pos,3,0.10526315789473684,1,0,abs-conc,ooc,False
baggy,1,1,mon,1,1.0,0,0,-,False,False
hundreds,0,0,oov,1,1.0,0,0,abs,False,False
aquamarine,1,3,poly,2,0.2222222222222222,1,0,abs,ooc,False
long shot,1,1,mon,0,None,0,0,-,ooc,False
flurry,2,4,homonyms_only_different_pos,4,0.09090909090909091,2,0,abs-conc,True,False
scuttle,5,5,homonyms_also_same_pos,3,0.5882352941176471,2,3,conc,ooc,False
munificent,1,2,poly,1,1.0,0,0,-,ooc,False
biceps,1,1,mon,1,1.0,0,0,conc,ooc,False
agonize,1,1,mon,2,0.2,1,0,-,ooc,False
emit,1,1,mon,3,0.4,1,3,-,False,False
Kashmir,0,0,oov,1,1.0,0,0,n,ooc,True
officially,1,2,poly,2,None,1,0,-,False,False
deal,4,9,homonyms_also_same_pos,22,0.11764705882352941,7,16,abs-conc,True,False
throughput,1,2,poly,1,1.0,0,1,conc,False,False
buck,3,8,homonyms_also_same_pos,9,0.09090909090909091,5,6,abs-conc-n,False,False
Sainsbury's,0,0,oov,0,None,0,0,-,ooc,True
rankle,1,1,mon,1,1.0,0,0,-,ooc,False
bride,1,1,mon,3,0.5217391304347826,1,0,conc-n,ooc,False
lambeth,0,0,oov,0,None,0,0,-,False,False
kennedy,0,0,oov,2,0.36363636363636365,0,0,n,False,False
mechanics,1,3,poly,4,0.1,2,0,abs-conc,ooc,False
medicinal,1,2,poly,1,1.0,0,0,-,ooc,False
white ensign,1,1,mon,0,None,0,0,-,ooc,False
skeletal,0,0,oov,2,None,1,0,-,True,False
america,0,0,oov,2,0.4,0,0,n,False,False
napalm,1,1,mon,1,0.8333333333333334,0,0,abs,ooc,False
purple heart,1,1,mon,0,None,0,0,-,ooc,False
westland,0,0,oov,0,None,0,0,-,False,False
stratum,1,3,poly,3,0.15384615384615385,2,0,abs-conc,ooc,False
debauch,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
zenana,1,1,mon,0,None,0,0,-,ooc,False
turnabout,1,1,mon,2,0.35294117647058826,1,0,abs,ooc,False
experience,2,3,homonyms_only_different_pos,8,0.25,3,4,abs,True,False
cleave,1,4,poly,3,0.25,1,3,-,ooc,False
befit,1,1,mon,1,1.0,0,0,-,ooc,False
Bob Marley,0,0,oov,0,None,0,0,-,ooc,True
come hither,1,1,mon,0,None,0,0,-,ooc,False
world,1,24,poly,9,0.1,4,8,abs-conc-n,True,False
GLC,1,1,mon,0,None,0,0,-,ooc,False
18th-century,0,0,oov,0,None,0,0,-,False,False
bilateral,1,1,mon,3,None,1,0,-,ooc,False
self - complacent,1,1,mon,0,None,0,0,-,ooc,False
breakaway,1,6,poly,2,None,0,0,abs,ooc,False
diet sheet,1,1,mon,0,None,0,0,-,ooc,False
bulkhead,1,1,mon,1,1.0,0,0,conc,False,False
alibi,1,2,poly,3,0.8888888888888888,1,0,abs,ooc,False
widely,1,2,poly,3,None,2,0,-,False,False
fruit bat,1,1,mon,0,None,0,0,-,ooc,False
Liberalism,1,1,mon,2,0.42105263157894735,0,0,abs,ooc,False
all,5,34,homonyms_only_different_pos,3,None,0,0,-,True,False
pollinate,1,1,mon,1,1.0,0,0,-,ooc,False
betwixt,1,1,mon,1,1.0,0,0,-,ooc,False
navigator,1,1,mon,3,0.48,1,4,conc,ooc,False
overlay,2,2,homonyms_only_different_pos,6,0.3333333333333333,2,0,conc,ooc,False
scrutineer,1,1,mon,1,1.0,0,0,conc,ooc,False
clock,3,14,homonyms_also_same_pos,2,None,0,0,conc,False,False
loppings,1,1,mon,0,None,0,0,-,ooc,False
seamstress,1,1,mon,1,1.0,0,0,conc,False,False
terror,1,3,poly,4,0.11764705882352941,2,0,abs-conc,False,False
mileometer,1,1,mon,1,1.0,0,0,conc,ooc,False
boobs,1,1,mon,3,0.25,0,0,conc,ooc,False
polytheism,1,1,mon,1,1.0,0,0,abs,ooc,False
Levi's,1,1,mon,1,1.0,0,0,conc,ooc,False
ironing board,1,1,mon,0,None,0,0,-,ooc,False
terminable,1,1,mon,1,1.0,0,0,-,ooc,False
fishquay,0,0,oov,0,None,0,0,-,False,False
pale ale,1,1,mon,0,None,0,0,-,ooc,False
genealogy,1,3,poly,2,0.2857142857142857,1,0,abs,ooc,False
ambience,1,1,mon,2,0.14285714285714285,1,0,abs-conc,ooc,False
lough,1,1,mon,2,0.6153846153846154,1,0,conc,ooc,False
new penny,1,1,mon,0,None,0,0,-,ooc,False
bluebag,1,1,mon,0,None,0,0,-,ooc,False
smelt,2,2,homonyms_only_different_pos,8,0.13333333333333333,1,0,conc,ooc,False
*31 lan,1,1,mon,0,None,0,0,-,ooc,False
squeaky,1,2,poly,1,1.0,0,0,-,False,False
ill-will,0,0,oov,0,None,0,0,-,True,False
antihistamine,1,1,mon,1,1.0,0,0,conc,ooc,False
dressing table,1,1,mon,0,None,0,0,-,ooc,False
fem,1,1,mon,0,None,0,0,-,ooc,False
stake to,1,1,mon,0,None,0,0,-,ooc,False
obsess,1,2,poly,4,0.1,1,1,abs-n,ooc,False
rattlebrained,1,1,mon,1,1.0,0,0,-,ooc,False
troop,2,5,homonyms_only_different_pos,6,0.5,2,1,abs,ooc,False
consign,1,2,poly,3,0.18181818181818182,1,0,-,ooc,False
swiss roll,1,1,mon,0,None,0,0,-,ooc,False
northwards,1,1,mon,2,None,0,0,abs,ooc,False
pry into,1,1,mon,0,None,0,0,-,ooc,False
ordain,1,2,poly,4,0.2,1,3,-,ooc,False
sweeper,1,2,poly,3,0.34782608695652173,2,0,conc,True,False
eglantine,1,1,mon,1,1.0,0,0,conc,ooc,False
occur to,1,1,mon,0,None,0,0,-,ooc,False
insider,1,1,mon,1,1.0,0,0,conc,ooc,False
all get - out,1,1,mon,0,None,0,0,-,ooc,False
pitch - black,1,1,mon,0,None,0,0,-,ooc,False
drudge,2,2,homonyms_only_different_pos,3,0.5714285714285714,1,0,conc,ooc,False
retrogress,1,1,mon,2,0.2,1,0,-,ooc,False
domiciliary,1,1,mon,1,1.0,0,0,-,ooc,False
shellacking,1,1,mon,1,1.0,0,0,-,ooc,False
ducks,1,1,mon,8,0.09523809523809523,0,0,abs-conc,ooc,False
keeps,1,1,mon,25,0.11764705882352941,0,0,abs-conc,ooc,False
roar with,1,1,mon,0,None,0,0,-,ooc,False
scourer,1,1,mon,2,0.5454545454545454,0,0,conc,ooc,False
breathy,1,1,mon,0,None,0,0,-,ooc,False
bemused,1,1,mon,3,None,0,0,-,ooc,False
grasp at,1,1,mon,0,None,0,0,-,ooc,False
greaseproof,1,1,mon,1,1.0,0,0,-,ooc,False
verge on,1,1,mon,0,None,0,0,-,ooc,False
chigger,1,1,mon,2,0.6923076923076923,2,0,conc,ooc,False
tax haven,1,1,mon,0,None,0,0,-,ooc,False
cat - o' - nine tails,1,1,mon,0,None,0,0,-,ooc,False
politician,1,2,poly,3,0.631578947368421,1,0,conc,False,False
sodden,1,1,mon,1,1.0,0,0,-,ooc,False
frantically,0,0,oov,1,1.0,0,0,-,False,False
grilled,0,0,oov,4,0.14285714285714285,0,0,-,False,False
in support of,0,0,oov,0,None,0,0,-,False,False
Agnus Dei,1,1,mon,0,None,0,0,-,ooc,False
anis,1,1,mon,1,1.0,0,0,conc,False,False
liberally,1,2,poly,2,None,0,0,-,ooc,False
unrelated,0,0,oov,2,None,1,0,-,True,False
general delivery,1,1,mon,0,None,0,0,-,ooc,False
leads,1,2,poly,31,0.11764705882352941,0,0,abs-conc,ooc,False
lovemaking,1,2,poly,1,1.0,0,0,conc,ooc,False
pubic,1,1,mon,1,1.0,0,0,-,ooc,False
encroachment,1,1,mon,3,0.47058823529411764,0,0,abs,ooc,False
by - product,1,2,poly,0,None,0,0,-,ooc,False
club together,1,1,mon,0,None,0,0,-,ooc,False
smoke out,1,2,poly,0,None,0,0,-,ooc,False
serial rights,1,1,mon,0,None,0,0,-,ooc,False
ride out,1,2,poly,0,None,0,0,-,ooc,False
lever,2,4,homonyms_only_different_pos,4,0.5,1,0,conc,True,False
septic tank,1,1,mon,0,None,0,0,-,ooc,False
fencing,1,2,poly,8,0.11764705882352941,2,0,abs-conc,ooc,False
precision,1,2,poly,1,1.0,0,0,abs,ooc,False
puzzle,2,6,homonyms_only_different_pos,4,0.1111111111111111,2,3,abs-conc,ooc,False
El Dorado,1,1,mon,0,None,0,0,-,ooc,False
noisome,1,1,mon,2,None,1,0,-,ooc,False
starvation,1,2,poly,2,0.23529411764705882,0,0,abs,ooc,False
fox,2,6,homonyms_only_different_pos,10,0.09090909090909091,3,3,abs-conc-n,ooc,False
harp on,1,2,poly,0,None,0,0,-,ooc,False
surprising,1,1,mon,4,0.2857142857142857,0,0,-,False,False
alike,2,2,homonyms_only_different_pos,3,None,1,0,-,False,False
inspectorate,1,4,poly,1,1.0,0,0,abs,False,False
30,0,0,oov,2,None,0,0,abs,False,False
grille,1,1,mon,3,0.5882352941176471,1,0,conc,ooc,False
moderations,1,1,mon,4,0.23529411764705882,0,0,abs,ooc,False
Audrey Hepburn,0,0,oov,0,None,0,0,-,ooc,True
Edam,1,1,mon,1,0.7777777777777778,0,0,conc,ooc,False
evenings,1,1,mon,6,0.2,0,0,abs,ooc,False
riffle through,1,1,mon,0,None,0,0,-,ooc,False
inland,2,2,homonyms_only_different_pos,2,None,0,0,-,False,False
bedstead,1,1,mon,1,1.0,0,0,conc,ooc,False
wiltshire,0,0,oov,0,None,0,0,-,False,False
enchanter,1,1,mon,1,1.0,0,0,conc,ooc,False
conjunctive,1,1,mon,3,None,1,0,abs,ooc,False
milk bar,1,1,mon,0,None,0,0,-,ooc,False
130,0,0,oov,1,1.0,0,0,-,False,False
kindred,2,4,homonyms_only_different_pos,3,None,1,0,abs,ooc,False
idle,2,5,homonyms_only_different_pos,10,0.5,2,3,abs,ooc,False
reduction,1,2,poly,3,0.125,2,3,abs-conc,True,False
noise about,1,1,mon,0,None,0,0,-,ooc,False
incest,1,1,mon,1,1.0,0,0,conc,ooc,False
cock - and - bull story,1,1,mon,0,None,0,0,-,ooc,False
lacuna,1,1,mon,2,0.625,1,0,conc,ooc,False
landlocked,1,1,mon,1,1.0,0,0,-,ooc,False
transitive,1,1,mon,2,None,0,0,abs,ooc,False
backslide,1,1,mon,1,1.0,0,0,-,ooc,False
fair game,1,2,poly,0,None,0,0,-,ooc,False
isobel,0,0,oov,0,None,0,0,-,False,False
corker,1,3,poly,2,0.14285714285714285,1,0,abs-conc,ooc,False
registration number,1,1,mon,0,None,0,0,-,ooc,False
command paper,1,1,mon,0,None,0,0,-,ooc,False
disingenuous,1,1,mon,1,1.0,0,0,-,ooc,False
top - secret,1,1,mon,0,None,0,0,-,ooc,False
rat,2,6,homonyms_only_different_pos,11,0.15384615384615385,7,0,conc,ooc,False
Catholicity,1,1,mon,2,0.4444444444444444,0,0,abs,ooc,False
swerve,2,3,homonyms_only_different_pos,3,0.42105263157894735,1,0,abs,ooc,False
jailbreak,1,1,mon,1,1.0,0,0,abs,ooc,False
result from,1,1,mon,0,None,0,0,-,ooc,False
enter into,1,3,poly,0,None,0,0,-,ooc,False
kilo -,1,1,mon,0,None,0,0,-,ooc,False
louse up,1,1,mon,0,None,0,0,-,ooc,False
disremember,1,1,mon,0,None,0,0,-,ooc,False
earful,1,1,mon,2,0.2222222222222222,1,0,abs,ooc,False
soar,1,5,poly,6,0.13333333333333333,1,4,abs,ooc,False
headmistress,0,0,oov,1,1.0,0,0,conc,False,False
nasty,1,5,poly,4,None,2,0,-,ooc,False
cadillac,0,0,oov,0,None,0,0,-,False,False
meeting,1,3,poly,19,0.1111111111111111,3,5,abs-conc,True,False
ice axe,1,1,mon,0,None,0,0,-,ooc,False
cranial,1,1,mon,1,1.0,0,0,-,ooc,False
injury,1,3,poly,5,0.21052631578947367,2,4,abs,False,False
platoon,1,1,mon,3,0.5714285714285714,1,0,abs,False,False
whetton,0,0,oov,0,None,0,0,-,False,False
civilisation,0,0,oov,4,0.16666666666666666,0,0,abs-conc,False,False
racing,1,2,poly,5,0.3333333333333333,0,0,abs,ooc,False
auden,0,0,oov,1,1.0,0,0,n,False,False
hermit,1,2,poly,2,0.5714285714285714,1,0,conc,ooc,False
necessity,1,5,poly,2,0.18181818181818182,2,0,abs-conc,False,False
to - do,1,1,mon,0,None,0,0,-,ooc,False
bluebottle,1,1,mon,2,0.46153846153846156,2,0,conc,ooc,False
ream,1,2,poly,5,0.2222222222222222,2,4,abs,ooc,False
eqn,0,0,oov,0,None,0,0,-,False,False
linear motor,1,1,mon,0,None,0,0,-,ooc,False
New Year's Eve,1,1,mon,0,None,0,0,-,ooc,False
bacillus,1,2,poly,1,1.0,0,0,conc,ooc,False
evangelize,1,1,mon,2,0.15384615384615385,1,0,-,ooc,False
innuendo,1,2,poly,1,1.0,0,0,abs,ooc,False
fluent,1,2,poly,2,None,2,0,-,ooc,False
neale,0,0,oov,0,None,0,0,-,False,False
snarl - up,1,1,mon,0,None,0,0,-,ooc,False
draw back,1,3,poly,0,None,0,0,-,ooc,False
infinitive,1,1,mon,1,1.0,0,0,abs,ooc,False
regeneration,0,0,oov,4,0.1111111111111111,1,0,abs-conc,True,False
huckaback,1,1,mon,1,1.0,0,0,conc,ooc,False
kill off,1,1,mon,0,None,0,0,-,ooc,False
shocking,1,2,poly,9,0.15384615384615385,1,0,-,ooc,False
crabgrass,1,1,mon,1,1.0,0,0,conc,ooc,False
coalmine,1,1,mon,0,None,0,0,-,ooc,False
colour bar,1,1,mon,0,None,0,0,-,ooc,False
- let,1,2,poly,0,None,0,0,-,ooc,False
flasher,1,2,poly,3,0.42105263157894735,2,0,conc,ooc,False
francis,0,0,oov,0,None,0,0,-,False,False
skull and crossbones,1,1,mon,0,None,0,0,-,ooc,False
porterhouse,1,1,mon,1,1.0,0,0,conc,ooc,False
fisa,0,0,oov,1,1.0,0,0,abs,False,False
professed,1,3,poly,10,0.14285714285714285,2,0,-,ooc,False
crop up,1,2,poly,0,None,0,0,-,ooc,False
heartbreak,1,1,mon,1,1.0,0,0,abs,ooc,False
community-orientated,0,0,oov,0,None,0,0,-,False,False
inter-departmental,0,0,oov,0,None,0,0,-,False,False
sawmill,1,1,mon,2,0.47619047619047616,1,0,conc,ooc,False
footfall,1,1,mon,1,1.0,0,0,abs,ooc,False
sixpenny-sized,0,0,oov,0,None,0,0,-,False,False
chaise,1,1,mon,2,0.5454545454545454,2,0,conc,ooc,False
office block,1,1,mon,0,None,0,0,-,ooc,False
forcibly,1,3,poly,1,1.0,0,0,-,False,False
forsythia,1,1,mon,1,1.0,0,0,conc,ooc,False
daze,2,2,homonyms_only_different_pos,4,0.2857142857142857,2,0,abs,ooc,False
neighbourly,1,2,poly,1,1.0,0,0,-,ooc,False
perisher,1,1,mon,1,1.0,0,0,conc,ooc,False
sunburn,1,2,poly,3,0.6,1,0,abs,ooc,False
difference,1,4,poly,5,0.2857142857142857,2,6,abs,False,False
oak-panelled,0,0,oov,0,None,0,0,-,False,False
netball,1,1,mon,1,1.0,0,0,abs,ooc,False
s.,0,0,oov,0,None,0,0,-,False,False
kostic,0,0,oov,0,None,0,0,-,False,False
abate,1,3,poly,2,0.2222222222222222,1,1,-,False,False
senescence,1,1,mon,2,0.16666666666666666,1,0,abs-conc,ooc,False
irreplaceable,1,1,mon,1,1.0,0,0,-,ooc,False
torrent,1,1,mon,3,0.09523809523809523,1,0,abs-conc,ooc,False
seraph,1,1,mon,1,1.0,0,0,abs,ooc,False
go back,1,4,poly,0,None,0,0,-,ooc,False
middle name,1,2,poly,0,None,0,0,-,ooc,False
India paper,1,2,poly,0,None,0,0,-,ooc,False
combinatorial,1,1,mon,2,None,0,0,-,ooc,False
eclipse,2,5,homonyms_only_different_pos,3,0.2,1,0,abs,ooc,False
bang,5,12,homonyms_also_same_pos,12,0.1,4,6,abs-conc,True,False
words,1,1,mon,16,0.2,0,0,abs-n,ooc,False
campanula,1,1,mon,1,1.0,0,0,conc,ooc,False
precipice,1,2,poly,1,1.0,0,0,conc,ooc,False
let alone,0,0,oov,0,None,0,0,-,False,False
dace,1,1,mon,1,1.0,0,0,conc,ooc,False
National Basketball Association,0,0,oov,0,None,0,0,-,ooc,True
eagerly,0,0,oov,1,1.0,0,0,-,True,False
farm,2,3,homonyms_only_different_pos,4,0.2857142857142857,2,5,conc,False,False
olive drab,1,1,mon,0,None,0,0,-,ooc,False
cloudbank,1,1,mon,0,None,0,0,-,ooc,False
girlfriend,1,1,mon,2,0.6666666666666666,1,0,conc,False,False
foppish,1,1,mon,1,1.0,0,0,-,ooc,False
small,3,9,homonyms_only_different_pos,13,0.16666666666666666,4,0,abs-conc,True,False
recoil on,1,1,mon,0,None,0,0,-,ooc,False
lots,0,0,oov,11,0.14285714285714285,0,0,abs-conc-n,True,False
srdan,0,0,oov,0,None,0,0,-,False,False
shilly - shally,1,1,mon,0,None,0,0,-,ooc,False
jump on,1,1,mon,0,None,0,0,-,ooc,False
invariable,1,1,mon,2,None,0,0,abs,ooc,False
tear off,1,2,poly,0,None,0,0,-,ooc,False
nit,2,2,homonyms_also_same_pos,2,0.1,1,0,abs-conc,ooc,False
beauty sleep,1,1,mon,0,None,0,0,-,ooc,False
peg,2,12,homonyms_only_different_pos,10,0.1111111111111111,5,6,abs-conc,False,False
ragged,1,4,poly,9,0.15384615384615385,3,0,-,True,False
grotesquely,0,0,oov,1,1.0,0,0,-,False,False
intermission,1,2,poly,2,0.3076923076923077,1,0,abs,ooc,False
neigh,1,1,mon,2,None,0,0,abs,ooc,False
bone,3,12,homonyms_only_different_pos,6,0.1111111111111111,4,0,abs-conc,False,False
coagulant,1,1,mon,1,1.0,0,0,conc,ooc,False
diurnal,1,1,mon,2,None,2,0,-,ooc,False
purchase,2,7,homonyms_only_different_pos,5,0.125,1,6,abs-conc,False,False
Gemini,1,2,poly,3,0.42857142857142855,0,0,conc-n,ooc,False
ride on,1,3,poly,0,None,0,0,-,ooc,False
vastly,1,1,mon,1,1.0,0,0,-,ooc,False
doze off,1,1,mon,0,None,0,0,-,ooc,False
slouch hat,1,1,mon,0,None,0,0,-,ooc,False
obstreperous,1,1,mon,2,None,1,0,-,ooc,False
lachrymose,1,2,poly,1,1.0,0,0,-,ooc,False
Yankee,1,2,poly,4,0.9,3,0,conc,ooc,False
chloroform,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
- meant,1,1,mon,0,None,0,0,-,ooc,False
ejaculation,1,2,poly,2,0.14285714285714285,0,0,abs-conc,ooc,False
abortionist,1,1,mon,1,1.0,0,0,conc,ooc,False
bowls,1,1,mon,13,0.10526315789473684,0,0,abs-conc,ooc,False
narrow gauge,1,1,mon,0,None,0,0,-,ooc,False
coloured,2,5,homonyms_only_different_pos,10,0.15384615384615385,2,0,-,True,False
chicle,1,1,mon,1,1.0,0,0,abs,ooc,False
come under,1,5,poly,0,None,0,0,-,ooc,False
Persian,1,2,poly,3,0.125,2,0,abs-conc,ooc,False
neglectful,1,1,mon,2,None,1,0,-,ooc,False
distantly,1,3,poly,1,1.0,0,0,-,ooc,False
belfry,1,3,poly,2,0.6666666666666666,1,0,conc,ooc,False
fauna,1,2,poly,2,0.16666666666666666,1,0,abs-conc,False,False
spiritualism,1,1,mon,3,0.21052631578947367,2,0,abs,ooc,False
ultimo,1,1,mon,1,1.0,0,0,-,ooc,False
circumlocution,1,2,poly,2,0.4,1,0,abs,ooc,False
authenticate,1,2,poly,1,1.0,0,0,-,ooc,False
treadle,2,2,homonyms_only_different_pos,3,0.18181818181818182,1,0,conc,ooc,False
doo,0,0,oov,0,None,0,0,-,False,False
undergarment,1,1,mon,1,1.0,0,0,conc,ooc,False
ascertain,1,1,mon,4,0.2857142857142857,1,3,-,False,False
convoy,2,5,homonyms_only_different_pos,4,0.2857142857142857,1,0,abs,ooc,False
muffin,1,2,poly,1,1.0,0,0,conc,ooc,False
cutaway,1,1,mon,2,0.5263157894736842,1,0,conc,ooc,False
cu .,1,0,oov,0,None,0,0,-,ooc,False
intrude,1,2,poly,4,0.18181818181818182,2,3,-,True,False
David Cameron,0,0,oov,0,None,0,0,-,ooc,True
Livshits,0,0,oov,0,None,0,0,-,ooc,True
biweekly,2,3,homonyms_only_different_pos,5,None,2,0,conc,ooc,False
cashmere,1,1,mon,3,0.23529411764705882,1,0,abs-conc-n,ooc,False
T,1,2,poly,6,0.19047619047619047,1,0,abs,ooc,False
shipment,1,2,poly,2,0.13333333333333333,1,0,abs-conc,ooc,False
in touch with,0,0,oov,0,None,0,0,-,False,False
c/o,0,0,oov,0,None,0,0,-,False,False
grinding,0,0,oov,10,0.1111111111111111,0,0,abs-conc,False,False
say - so,1,2,poly,0,None,0,0,-,ooc,False
weather forecast,1,1,mon,0,None,0,0,-,ooc,False
square up,1,2,poly,0,None,0,0,-,ooc,False
Mickey Kantor,0,0,oov,0,None,0,0,-,ooc,True
encyclopedia,1,1,mon,1,1.0,0,0,conc,ooc,False
apparel,2,3,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
dolmen,1,1,mon,3,0.47619047619047616,0,0,conc,ooc,False
resonance,1,2,poly,5,0.125,3,0,abs-conc,ooc,False
blah,1,1,mon,1,1.0,0,0,abs,ooc,False
gaffer,1,3,poly,3,0.5454545454545454,3,0,conc,ooc,False
madeleine,0,0,oov,0,None,0,0,-,False,False
injustice,1,3,poly,2,0.26666666666666666,1,0,abs,ooc,False
Libra,1,2,poly,3,0.42857142857142855,1,0,conc-n,ooc,False
Food and Drug Administration,0,0,oov,0,None,0,0,-,ooc,True
galley,1,3,poly,4,0.47619047619047616,2,0,conc,ooc,False
tonic,2,5,homonyms_only_different_pos,9,0.125,7,0,abs-conc,False,False
ovarian,1,1,mon,1,1.0,0,0,-,False,False
optimum,1,1,mon,2,None,0,0,abs,ooc,False
screed,1,1,mon,3,0.1111111111111111,2,0,abs-conc,ooc,False
carpeting,1,1,mon,4,0.2857142857142857,0,0,conc,ooc,False
frightfully,1,1,mon,1,1.0,0,0,-,False,False
disqualify,1,1,mon,2,0.2222222222222222,1,1,-,ooc,False
neanderthal,0,0,oov,3,None,1,0,conc,True,False
living,2,9,homonyms_only_different_pos,17,0.25,5,0,abs,True,False
double - cross,1,1,mon,0,None,0,0,-,ooc,False
speciality,1,2,poly,3,0.26666666666666666,1,1,abs,ooc,False
Rueckversicherungs AG,0,0,oov,0,None,0,0,-,ooc,True
1976,0,0,oov,0,None,0,0,-,False,False
invoice,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
preheat,1,1,mon,1,1.0,0,0,-,ooc,False
developmental,1,1,mon,1,1.0,0,0,-,ooc,False
mensurable,1,1,mon,2,None,0,0,-,ooc,False
smoulder,2,3,homonyms_only_different_pos,3,0.25,1,0,abs,ooc,False
gird up,1,2,poly,0,None,0,0,-,ooc,False
grundy,0,0,oov,0,None,0,0,-,False,False
khalifate,1,1,mon,0,None,0,0,-,ooc,False
unrip,1,2,poly,0,None,0,0,-,ooc,False
wolf whistle,1,1,mon,0,None,0,0,-,ooc,False
cornerstone,1,2,poly,3,0.1111111111111111,2,0,abs-conc,ooc,False
uppermost,1,2,poly,3,None,1,0,-,ooc,False
itch for,1,1,mon,0,None,0,0,-,ooc,False
jury box,1,1,mon,0,None,0,0,-,ooc,False
tobacconist,1,1,mon,2,0.34782608695652173,1,0,conc,ooc,False
northumberland,0,0,oov,1,1.0,0,0,n,False,False
murk,1,1,mon,2,None,0,0,conc,ooc,False
dispiriting,0,0,oov,2,None,0,0,-,False,False
earnings,1,2,poly,4,0.3333333333333333,1,3,abs,True,False
London Evening Standard,0,0,oov,0,None,0,0,-,ooc,True
powder puff,1,2,poly,0,None,0,0,-,ooc,False
robsons,0,0,oov,0,None,0,0,-,False,False
£697m,0,0,oov,0,None,0,0,-,False,False
convexity,1,2,poly,2,0.46153846153846156,0,0,abs,ooc,False
Sao Paulo,0,0,oov,0,None,0,0,-,ooc,True
chip at,1,1,mon,0,None,0,0,-,ooc,False
crucifixion,1,2,poly,3,0.4,1,0,abs-n,ooc,False
shin,2,2,homonyms_only_different_pos,5,0.09523809523809523,1,0,abs-conc,ooc,False
anticipatory,1,3,poly,1,1.0,0,0,-,ooc,False
spongy,1,1,mon,2,None,1,0,-,ooc,False
hot spring,1,1,mon,0,None,0,0,-,ooc,False
